date,ts_recv,ts_event,side,price,size,ticker,und_ticker,expiration_date,option_type,strike_price
2024.09.10,10:15:40.114258205,10:15:40.114048256,N,0.05,10,XRX   240920P00009000,XRX,2024.09.20,P,9
2024.09.10,10:15:40.114303408,10:15:40.114093312,N,0.05,1,XRX   240920P00009000,XRX,2024.09.20,P,9
2024.09.10,10:16:02.514634347,10:16:02.514424576,N,0.05,1,XRX   240920P00009000,XRX,2024.09.20,P,9
2024.09.10,10:16:02.514634347,10:16:02.514424576,N,0.05,4,XRX   240920P00009000,XRX,2024.09.20,P,9
2024.09.10,10:16:02.514634347,10:16:02.514424576,N,0.05,6,XRX   240920P00009000,XRX,2024.09.20,P,9
2024.09.10,10:18:57.592831545,10:18:57.592622592,N,0.05,10,XRX   240920P00009000,XRX,2024.09.20,P,9
2024.09.10,10:57:31.402564956,10:57:31.402356224,N,0.32,1,XRX   241018P00009000,XRX,2024.10.18,P,9
2024.09.10,11:04:28.915557251,11:04:28.915349760,N,0.08,1,XRX   240920P00009000,XRX,2024.09.20,P,9
2024.09.10,10:11:10.311341839,10:11:10.311134464,N,0.35,1,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.10,13:48:47.387918089,13:48:47.387710720,N,0.33,10,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.10,13:48:47.388319459,13:48:47.388112128,N,0.33,23,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.10,13:48:47.393696528,13:48:47.393489152,N,0.33,10,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.10,13:48:47.394614216,13:48:47.394406912,N,0.33,18,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.10,14:31:05.434562172,14:31:05.434354176,N,0.3,1,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.10,09:55:08.454254606,09:55:08.454044672,N,1,1,XRX   240920P00011000,XRX,2024.09.20,P,11
2024.09.10,10:16:27.804569283,10:16:27.804360960,N,1.05,1,XRX   240920P00011000,XRX,2024.09.20,P,11
2024.09.10,10:20:30.697515831,10:20:30.697306368,N,1.05,1,XRX   240920P00011000,XRX,2024.09.20,P,11
2024.09.10,13:48:47.387918089,13:48:47.387710720,N,0.08,10,XRX   240920C00011000,XRX,2024.09.20,C,11
2024.09.10,13:48:47.388319459,13:48:47.388112128,N,0.08,23,XRX   240920C00011000,XRX,2024.09.20,C,11
2024.09.10,09:32:56.978362637,09:32:56.978151936,N,0.65,1,XRX   241018P00010000,XRX,2024.10.18,P,10
2024.09.10,09:56:27.341383578,09:56:27.341175296,N,0.7,5,XRX   241018P00010000,XRX,2024.10.18,P,10
2024.09.10,10:07:00.824548266,10:07:00.824337408,N,0.7,200,XRX   241018P00010000,XRX,2024.10.18,P,10
2024.09.10,10:07:00.824664354,10:07:00.824452608,N,0.7,5,XRX   241018P00010000,XRX,2024.10.18,P,10
2024.09.10,10:07:00.824678321,10:07:00.824467712,N,0.7,1,XRX   241018P00010000,XRX,2024.10.18,P,10
2024.09.10,10:28:45.532272683,10:28:45.532064768,N,0.75,20,XRX   241018P00010000,XRX,2024.10.18,P,10
2024.09.10,15:54:45.977626934,15:54:45.977417728,N,0.71,1,XRX   241018P00010000,XRX,2024.10.18,P,10
2024.09.10,13:09:21.382275637,13:09:21.382067200,N,0.2,10,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.10,15:43:38.453345599,15:43:38.453136640,N,0.23,10,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.11,15:19:53.488940988,15:19:53.488730624,N,1,1,XRX   240920C00009000,XRX,2024.09.20,C,9
2024.09.11,10:10:11.520550491,10:10:11.520339968,N,0.43,2,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.11,11:08:39.787747937,11:08:39.787536896,N,0.4,1,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.11,11:41:52.931675285,11:41:52.931463936,N,0.45,2,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.11,10:15:21.379817281,10:15:21.379604480,N,1.64,2,XRX   241018P00011000,XRX,2024.10.18,P,11
2024.09.11,14:57:07.663229046,14:57:07.663016448,N,1.48,2,XRX   241018P00011000,XRX,2024.10.18,P,11
2024.09.11,14:57:08.263945581,14:57:08.263734784,N,1.45,1,XRX   241018P00011000,XRX,2024.10.18,P,11
2024.09.11,14:57:11.680602744,14:57:11.680391424,N,1.45,7,XRX   241018P00011000,XRX,2024.10.18,P,11
2024.09.11,09:31:28.034617009,09:31:28.034403840,N,0.36,10,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.11,09:31:28.034617009,09:31:28.034403840,N,0.36,10,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.11,10:07:54.576188265,10:07:54.575976704,N,0.4,10,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.11,10:07:54.576493926,10:07:54.576282880,N,0.4,10,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.11,10:20:07.856736675,10:20:07.856523264,N,0.45,2,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.11,10:30:30.985902496,10:30:30.985686528,N,0.46,3,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.11,11:21:04.983896022,11:21:04.983682560,N,3.43,2,XRX   241018P00013000,XRX,2024.10.18,P,13
2024.09.11,14:22:31.635282427,14:22:31.635072000,N,3.24,4,XRX   241018P00013000,XRX,2024.10.18,P,13
2024.09.11,15:39:01.055829162,15:39:01.055617024,N,0.25,5,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.11,15:39:42.334574197,15:39:42.334364416,N,0.28,10,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.11,15:43:56.324583599,15:43:56.324373504,N,0.27,10,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.11,15:44:21.946699216,15:44:21.946489088,N,0.25,3,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.11,15:44:21.946759462,15:44:21.946548480,N,0.25,3,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.11,15:44:22.046575593,15:44:22.046365696,N,0.27,3,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.11,15:44:22.046575593,15:44:22.046365696,N,0.27,1,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.11,09:53:04.049594145,09:53:04.049380352,N,2.43,1,XRX   241018P00012000,XRX,2024.10.18,P,12
2024.09.11,15:35:24.398792881,15:35:24.398582528,N,2.25,1,XRX   241018P00012000,XRX,2024.10.18,P,12
2024.09.11,10:20:07.856740377,10:20:07.856528896,N,0.1,2,XRX   240920P00009000,XRX,2024.09.20,P,9
2024.09.11,10:30:30.985902496,10:30:30.985686528,N,0.09,3,XRX   240920P00009000,XRX,2024.09.20,P,9
2024.09.11,15:36:11.281596783,15:36:11.281385216,N,0.29,1,XRX   241018P00009000,XRX,2024.10.18,P,9
2024.09.11,15:40:19.987624162,15:40:19.987412224,N,0.1,10,XRX   240920P00009000,XRX,2024.09.20,P,9
2024.09.11,15:58:13.736658987,15:58:13.736448512,N,0.3,10,XRX   241018P00009000,XRX,2024.10.18,P,9
2024.09.11,09:37:03.846574883,09:37:03.846363648,N,0.28,10,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.11,11:52:10.179248727,11:52:10.179036928,N,0.24,1,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.11,11:52:42.199555037,11:52:42.199344640,N,0.26,1,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.11,12:02:04.760099775,12:02:04.759887872,N,4.400000000000001,1,XRX   241018P00014000,XRX,2024.10.18,P,14
2024.09.11,10:15:21.379822680,10:15:21.379609856,N,1.3,2,XRX   240920P00011000,XRX,2024.09.20,P,11
2024.09.11,14:57:07.663235277,14:57:07.663021824,N,1.14,2,XRX   240920P00011000,XRX,2024.09.20,P,11
2024.09.11,14:57:08.263945581,14:57:08.263734784,N,1.11,1,XRX   240920P00011000,XRX,2024.09.20,P,11
2024.09.11,14:57:11.680602744,14:57:11.680391424,N,1.11,7,XRX   240920P00011000,XRX,2024.09.20,P,11
2024.09.11,10:51:16.884582380,10:51:16.884371200,N,0.87,1,XRX   241018P00010000,XRX,2024.10.18,P,10
2024.09.11,10:52:03.200581806,10:52:03.200370688,N,0.87,1,XRX   241018P00010000,XRX,2024.10.18,P,10
2024.09.11,13:57:37.750453400,13:57:37.750240512,N,0.75,1,XRX   241018P00010000,XRX,2024.10.18,P,10
2024.09.12,10:50:24.179148655,10:50:24.178936064,N,0.45,1,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.12,10:50:24.179249496,10:50:24.179036928,N,0.45,1,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.12,10:50:24.179264651,10:50:24.179051776,N,0.45,2,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.12,10:50:24.179294026,10:50:24.179081216,N,0.45,5,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.12,10:50:24.179416134,10:50:24.179202048,N,0.45,1,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.12,14:56:29.485605177,14:56:29.485391872,N,0.56,2,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.12,09:30:01.422403779,09:30:01.422192640,N,1.33,1,XRX   241018P00011000,XRX,2024.10.18,P,11
2024.09.12,09:30:02.266033425,09:30:02.265816576,N,1.43,1,XRX   241018P00011000,XRX,2024.10.18,P,11
2024.09.12,10:23:44.069979852,10:23:44.069769216,N,4.900000000000001,2,XRX   241018C00005000,XRX,2024.10.18,C,5
2024.09.12,10:25:55.332452153,10:25:55.332239872,N,4.900000000000001,1,XRX   241018C00005000,XRX,2024.10.18,C,5
2024.09.12,10:28:16.880436450,10:28:16.880223488,N,4.900000000000001,1,XRX   241018C00005000,XRX,2024.10.18,C,5
2024.09.12,11:19:20.188406004,11:19:20.188193024,N,1.45,6,XRX   241018P00011000,XRX,2024.10.18,P,11
2024.09.12,15:48:15.562580359,15:48:15.562367488,N,1.34,2,XRX   241018P00011000,XRX,2024.10.18,P,11
2024.09.12,09:32:03.240849509,09:32:03.240633856,N,0.25,1,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.12,09:50:35.461460595,09:50:35.461242880,N,0.35,2,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.12,09:55:43.661555059,09:55:43.661341184,N,0.35,1,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.12,11:17:54.715666849,11:17:54.715454464,N,0.05,4,XRX   241018C00017000,XRX,2024.10.18,C,17
2024.09.12,12:58:56.454957624,12:58:56.454740992,N,0.07,1,XRX   241018C00017000,XRX,2024.10.18,C,17
2024.09.12,12:59:03.425303440,12:59:03.425090560,N,0.07,2,XRX   241018C00017000,XRX,2024.10.18,C,17
2024.09.12,14:53:14.382570314,14:53:14.382355712,N,0.23,1,XRX   241018P00009000,XRX,2024.10.18,P,9
2024.09.12,10:09:48.063093177,10:09:48.062883584,N,0.19,2,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.12,12:29:39.254607883,12:29:39.254397952,N,0.09,1,XRX   241018C00013000,XRX,2024.10.18,C,13
2024.09.12,14:24:13.700807251,14:24:13.700596480,N,0.05,2,XRX   241018C00013000,XRX,2024.10.18,C,13
2024.09.12,09:30:01.422403779,09:30:01.422192640,N,1.02,1,XRX   240920P00011000,XRX,2024.09.20,P,11
2024.09.12,09:30:02.266033425,09:30:02.265816576,N,1.18,1,XRX   240920P00011000,XRX,2024.09.20,P,11
2024.09.12,10:15:55.962326339,10:15:55.962116352,N,0.03,1,XRX   240920C00011000,XRX,2024.09.20,C,11
2024.09.12,10:59:18.615459581,10:59:18.615248384,N,0.05,1,XRX   240920C00011000,XRX,2024.09.20,C,11
2024.09.12,15:45:58.766598231,15:45:58.766385664,N,0.04,20,XRX   240920C00011000,XRX,2024.09.20,C,11
2024.09.12,15:54:43.503582780,15:54:43.503368448,N,0.05,1,XRX   240920C00011000,XRX,2024.09.20,C,11
2024.09.12,14:53:14.382570314,14:53:14.382355712,N,0.64,1,XRX   241018P00010000,XRX,2024.10.18,P,10
2024.09.12,15:43:51.232171952,15:43:51.231959296,N,0.24,10,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.12,15:43:51.232171952,15:43:51.231959296,N,0.25,3,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.12,15:43:51.232177761,15:43:51.231964672,N,0.25,1,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.12,15:43:51.232177761,15:43:51.231964672,N,0.25,7,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.12,15:43:51.232177761,15:43:51.231964672,N,0.25,2,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.12,15:43:51.232288485,15:43:51.232075264,N,0.25,1,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.12,15:43:51.232288485,15:43:51.232075264,N,0.25,1,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.12,15:43:51.232288485,15:43:51.232075264,N,0.25,21,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.12,15:43:51.233329497,15:43:51.233116928,N,0.25,15,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.12,15:43:51.233905967,15:43:51.233693440,N,0.25,17,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.13,09:35:37.208444783,09:35:37.208233472,N,0.6,1,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.13,09:35:37.208855567,09:35:37.208644608,N,0.6,1,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.13,09:35:37.208900597,09:35:37.208689664,N,0.6,1,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.13,09:35:37.208981129,09:35:37.208770048,N,0.6,1,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.13,09:35:37.209015997,09:35:37.208804864,N,0.6,1,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.13,09:35:37.221711088,09:35:37.221500416,N,0.6,1,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.13,09:35:37.221876665,09:35:37.221665792,N,0.6,6,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.13,09:35:37.221971853,09:35:37.221761024,N,0.6,1,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.13,09:35:37.222087198,09:35:37.221876224,N,0.6,6,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.13,09:35:37.223405176,09:35:37.223194368,N,0.6,1,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.13,09:35:37.224362617,09:35:37.224151808,N,0.6,10,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.13,09:51:01.369598089,09:51:01.369388800,N,0.6,20,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.13,09:50:22.144829599,09:50:22.144618752,N,0.06,14,XRX   240920C00011000,XRX,2024.09.20,C,11
2024.09.13,10:03:21.713584713,10:03:21.713373696,N,0.1,5,XRX   240920C00011000,XRX,2024.09.20,C,11
2024.09.13,10:03:21.713584713,10:03:21.713373696,N,0.1,5,XRX   240920C00011000,XRX,2024.09.20,C,11
2024.09.13,10:05:21.373230816,10:05:21.373019392,N,0.25,1,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.13,10:05:21.373281204,10:05:21.373069312,N,0.25,1,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.13,10:05:21.373325868,10:05:21.373114624,N,0.25,1,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.16,09:59:12.198915907,09:59:12.198708224,N,0.9,20,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.16,10:01:39.110685970,10:01:39.110478592,N,0.9,10,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.16,10:50:21.616580294,10:50:21.616371200,N,0.15,1,XRX   241018C00012000,XRX,2024.10.18,C,12
2024.09.16,09:59:07.723080213,09:59:07.722872576,N,0.05,1,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.16,10:02:31.788084648,10:02:31.787877376,N,0.05,1,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.16,10:28:58.098579288,10:28:58.098371072,N,0.09,24,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.16,09:59:08.556606001,09:59:08.556398080,N,0.05,1,XRX   240920C00012000,XRX,2024.09.20,C,12
2024.09.16,10:29:14.274386337,10:29:14.274178816,N,0.61,1,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.16,09:33:11.146713508,09:33:11.146504192,N,0.1,2,XRX   240920C00011000,XRX,2024.09.20,C,11
2024.09.16,10:16:43.679321311,10:16:43.679113472,N,0.12,1,XRX   240920C00011000,XRX,2024.09.20,C,11
2024.09.16,10:16:43.679321311,10:16:43.679113472,N,0.12,1,XRX   240920C00011000,XRX,2024.09.20,C,11
2024.09.16,10:16:43.679336478,10:16:43.679128576,N,0.12,1,XRX   240920C00011000,XRX,2024.09.20,C,11
2024.09.16,10:25:58.655648367,10:25:58.655439872,N,0.35,10,XRX   241018P00010000,XRX,2024.10.18,P,10
2024.09.16,10:34:13.342835111,10:34:13.342625792,N,0.45,10,XRX   241018P00010000,XRX,2024.10.18,P,10
2024.09.16,10:52:21.485575231,10:52:21.485366784,N,0.45,1,XRX   241018P00010000,XRX,2024.10.18,P,10
2024.09.16,09:59:08.556591445,09:59:08.556383488,N,0.37,1,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.16,09:59:46.304919036,09:59:46.304709376,N,0.35,2,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.16,10:25:58.655648367,10:25:58.655439872,N,0.31,10,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.17,10:06:25.465538200,10:06:25.465327360,N,0.7,2,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.17,11:15:12.765601890,11:15:12.765394688,N,0.1,1,XRX   241018C00012000,XRX,2024.10.18,C,12
2024.09.17,11:15:12.765601890,11:15:12.765394688,N,0.62,1,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.17,10:07:22.625626645,10:07:22.625415936,N,1.08,2,XRX   241018P00011000,XRX,2024.10.18,P,11
2024.09.17,11:21:04.402773134,11:21:04.402564352,N,1.07,5,XRX   241018P00011000,XRX,2024.10.18,P,11
2024.09.17,10:40:23.965212142,10:40:23.965003520,N,0.05,3,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.17,10:46:01.172015001,10:46:01.171806720,N,0.06,1,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.17,11:27:22.570988458,11:27:22.570778112,N,0.1,2,XRX   241018C00017000,XRX,2024.10.18,C,17
2024.09.17,11:10:09.861013244,11:10:09.860804608,N,0.15,3,XRX   241018P00009000,XRX,2024.10.18,P,9
2024.09.17,11:10:09.861013244,11:10:09.860804608,N,0.15,2,XRX   241018P00009000,XRX,2024.10.18,P,9
2024.09.17,11:10:09.861013244,11:10:09.860804608,N,0.15,1,XRX   241018P00009000,XRX,2024.10.18,P,9
2024.09.17,11:10:09.861013244,11:10:09.860804608,N,0.15,2,XRX   241018P00009000,XRX,2024.10.18,P,9
2024.09.17,11:10:09.861088706,11:10:09.860880128,N,0.15,3,XRX   241018P00009000,XRX,2024.10.18,P,9
2024.09.17,11:10:09.861110026,11:10:09.860902144,N,0.15,3,XRX   241018P00009000,XRX,2024.10.18,P,9
2024.09.17,11:10:09.861122441,11:10:09.860914688,N,0.15,3,XRX   241018P00009000,XRX,2024.10.18,P,9
2024.09.17,11:10:09.861319845,11:10:09.861110528,N,0.15,1,XRX   241018P00009000,XRX,2024.10.18,P,9
2024.09.17,11:10:09.861319845,11:10:09.861110528,N,0.15,1,XRX   241018P00009000,XRX,2024.10.18,P,9
2024.09.17,11:10:09.861319845,11:10:09.861110528,N,0.15,1,XRX   241018P00009000,XRX,2024.10.18,P,9
2024.09.17,09:47:26.518213184,09:47:26.518005248,N,0.45,1,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.17,09:47:31.667259609,09:47:31.667049472,N,0.43,3,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.17,10:33:19.793595780,10:33:19.793387520,N,0.5,1,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.17,09:30:07.899305873,09:30:07.899094784,N,0.5,5,XRX   240920P00011000,XRX,2024.09.20,P,11
2024.09.17,09:30:09.023782213,09:30:09.023568896,N,0.5,1,XRX   240920P00011000,XRX,2024.09.20,P,11
2024.09.17,11:21:04.402773134,11:21:04.402564352,N,0.67,5,XRX   240920P00011000,XRX,2024.09.20,P,11
2024.09.17,09:47:31.307711548,09:47:31.307501056,N,0.5,1,XRX   241018P00010000,XRX,2024.10.18,P,10
2024.09.17,10:59:14.901717267,10:59:14.901505280,N,0.28,1,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.18,09:31:55.454848950,09:31:55.454638848,N,6.780000000000001,2,XRX   241018P00017000,XRX,2024.10.18,P,17
2024.09.18,09:31:55.454848950,09:31:55.454638848,N,6.780000000000001,2,XRX   241018P00017000,XRX,2024.10.18,P,17
2024.09.18,11:00:55.985461309,11:00:55.985251328,N,0.1,1,XRX   241018C00012000,XRX,2024.10.18,C,12
2024.09.18,11:35:26.431573769,11:35:26.431364352,N,0.08,2,XRX   241018C00012000,XRX,2024.10.18,C,12
2024.09.18,11:35:26.431573769,11:35:26.431364352,N,0.08,3,XRX   241018C00012000,XRX,2024.10.18,C,12
2024.09.18,09:56:31.759437477,09:56:31.759224832,N,1,1,XRX   241018P00011000,XRX,2024.10.18,P,11
2024.09.18,10:34:56.476345065,10:34:56.476133888,N,1.02,27,XRX   241018P00011000,XRX,2024.10.18,P,11
2024.09.18,10:38:24.962452094,10:38:24.962241280,N,0.1,1,XRX   240920P00010000,XRX,2024.09.20,P,10
2024.09.18,10:18:19.919444082,10:18:19.919233280,N,0.6,27,XRX   240920P00011000,XRX,2024.09.20,P,11
2024.09.18,09:45:28.396009156,09:45:28.395797760,N,0.3,1,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.18,09:56:39.803590715,09:56:39.803381248,N,0.3,1,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.18,10:01:24.309793399,10:01:24.309584640,N,0.27,1,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.19,09:51:37.845338702,09:51:37.845125376,N,1.05,5,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.19,09:51:53.717688674,09:51:53.717478144,N,1.05,5,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.19,10:25:20.313111611,10:25:20.312903424,N,0.7,2,XRX   241115C00011000,XRX,2024.11.15,C,11
2024.09.19,11:15:58.065454259,11:15:58.065243136,N,0.02,2,XRX   241018C00016000,XRX,2024.10.18,C,16
2024.09.19,09:49:31.039636747,09:49:31.039424768,N,2.36,40,XRX   241018P00013000,XRX,2024.10.18,P,13
2024.09.19,10:00:45.222623568,10:00:45.222407424,N,2.27,30,XRX   241018P00013000,XRX,2024.10.18,P,13
2024.09.19,10:08:07.029488198,10:08:07.029277440,N,2.35,5,XRX   241018P00013000,XRX,2024.10.18,P,13
2024.09.19,11:00:41.544279345,11:00:41.544068096,N,0.03,4,XRX   240920C00012000,XRX,2024.09.20,C,12
2024.09.19,11:00:41.547551468,11:00:41.547340288,N,0.03,1,XRX   240920C00012000,XRX,2024.09.20,C,12
2024.09.19,11:02:40.121590886,11:02:40.121379840,N,0.03,1,XRX   240920C00012000,XRX,2024.09.20,C,12
2024.09.19,09:53:02.171588504,09:53:02.171376384,N,1.48,10,XRX   241018P00012000,XRX,2024.10.18,P,12
2024.09.19,10:11:37.896391534,10:11:37.896184320,N,0.1,2,XRX   241115C00015000,XRX,2024.11.15,C,15
2024.09.19,09:30:01.321931540,09:30:01.321720320,N,0.26,1,XRX   240920C00011000,XRX,2024.09.20,C,11
2024.09.19,09:37:58.158794523,09:37:58.158582016,N,0.15,1,XRX   240920C00011000,XRX,2024.09.20,C,11
2024.09.19,09:55:37.136664974,09:55:37.136456960,N,0.4,10,XRX   241115C00012000,XRX,2024.11.15,C,12
2024.09.19,09:59:36.577737574,09:59:36.577529088,N,0.25,1,XRX   241018P00010000,XRX,2024.10.18,P,10
2024.09.19,09:59:36.578109938,09:59:36.577899776,N,0.25,5,XRX   241018P00010000,XRX,2024.10.18,P,10
2024.09.19,09:30:01.321929104,09:30:01.321716736,N,0.49,1,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.19,10:03:22.064949277,10:03:22.064737792,N,0.4,9,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.19,10:03:22.064949277,10:03:22.064737792,N,0.4,2,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.19,10:03:22.064949277,10:03:22.064737792,N,0.4,85,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.19,10:03:22.064949277,10:03:22.064737792,N,0.4,6,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.19,10:03:22.065038395,10:03:22.064828416,N,0.4,5,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.20,09:42:10.229041773,09:42:10.228832512,N,1.85,7,XRX   240920C00009000,XRX,2024.09.20,C,9
2024.09.20,09:50:15.643847366,09:50:15.643640064,N,0.93,1,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.20,09:50:15.654654237,09:50:15.654445568,N,0.88,1,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.20,10:04:33.642044566,10:04:33.641837824,N,0.14,1,XRX   241018C00012000,XRX,2024.10.18,C,12
2024.09.20,09:53:12.780966959,09:53:12.780759040,N,1.64,11,XRX   241018P00012000,XRX,2024.10.18,P,12
2024.09.20,09:50:15.643851856,09:50:15.643644672,N,0.8,1,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.20,09:50:15.654654237,09:50:15.654445568,N,0.83,1,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.20,09:52:12.150695994,09:52:12.150488576,N,0.75,1,XRX   240920C00010000,XRX,2024.09.20,C,10
2024.09.20,10:32:39.208470208,10:32:39.208260608,N,0.3,1,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.20,10:39:30.003575433,10:39:30.003367168,N,0.3,1,XRX   241018C00011000,XRX,2024.10.18,C,11
2024.09.23,10:02:59.149050944,10:02:59.148840704,N,0.05,1,XRX   241018C00012000,XRX,2024.10.18,C,12
2024.09.23,10:42:35.061776263,10:42:35.061566720,N,0.52,2,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.23,10:44:45.651590221,10:44:45.651380992,N,0.55,1,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.23,10:44:45.754550566,10:44:45.754341632,N,0.55,1,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.23,11:03:56.011199660,11:03:56.010990336,N,0.08,1,XRX   241018C00012000,XRX,2024.10.18,C,12
2024.09.23,11:04:48.845503103,11:04:48.845294336,N,0.5,1,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.23,11:36:15.036657642,11:36:15.036448000,N,0.5,25,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.23,11:40:44.367789130,11:40:44.367579904,N,0.5,16,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.23,11:43:43.648009753,11:43:43.647799552,N,0.5,9,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.23,11:52:32.924303106,11:52:32.924093952,N,0.5,15,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.23,11:59:55.023540548,11:59:55.023328768,N,0.5,10,XRX   241018C00010000,XRX,2024.10.18,C,10
2024.09.23,12:00:40.094822304,12:00:40.094611968,N,0.05,2,XRX   241018C00012000,XRX,2024.10.18,C,12
