date,ticker,tenor,parspread,convspreard,upfront,runningcoupon,primarycoupon,close_price,financial_debt_ratio,implied_vol,par_spread_error
2021-10-06,XRX,5Y,0.02844727,0.02916053,0.08752688,0.01,Y,20.99,23.702353881736496,0.30174435501382296,6.294994727568115e-08
2021-10-07,XRX,5Y,0.02819466,0.02749294,-0.10345846,0.05,N,21.16,23.702353881736496,0.3022031778752695,5.060031082332328e-08
2021-10-08,XRX,5Y,0.02817985,0.02887478,0.08615712,0.01,Y,21.05,23.702353881736496,0.30120509811620666,5.0510829484318176e-08
2021-10-11,XRX,5Y,0.02788979,0.02718753,-0.10466716,0.05,N,20.7,23.702353881736496,0.2970434211595823,3.577065610035901e-08
2021-10-12,XRX,5Y,0.02824137,0.02754153,-0.10284392,0.05,N,20.63,23.702353881736496,0.29781685103602795,5.650356245390231e-08
2021-10-13,XRX,5Y,0.02753911,0.0281875,0.08298172,0.01,Y,20.25,23.702353881736496,0.2917205541774802,1.474262089490308e-08
2021-10-14,XRX,5Y,0.02703376,0.02633276,-0.10871564,0.05,N,20.4,23.702353881736496,0.2910412297361821,9.51381716463029e-11
2021-10-15,XRX,5Y,0.02659017,0.02718,0.07861825,0.01,Y,20.52,23.702353881736496,0.2903176741757265,1.5584200249718627e-10
2021-10-18,XRX,5Y,0.02670359,0.02600134,-0.11006051,0.05,N,20.11,23.702353881736496,0.2871781440014379,1.3083967936866614e-10
2021-10-19,XRX,5Y,0.02644322,0.027025,0.07763887,0.01,Y,20.45,23.702353881736496,0.28912099321728457,1.8102718629675607e-10
2021-10-20,XRX,5Y,0.02618381,0.02547997,-0.11250358,0.05,N,20.55,23.702353881736496,0.28894539026699095,2.428745225768747e-10
2021-10-21,XRX,5Y,0.02613692,0.02668635,0.07616081,0.01,Y,20.86,23.702353881736496,0.29141579748332974,2.6627559532310663e-10
2021-10-22,XRX,5Y,0.02628011,0.02684042,0.07665963,0.01,Y,20.74,23.702353881736496,0.2909689675680001,2.2433753466000184e-10
2021-10-25,XRX,5Y,0.0262956,0.02561728,-0.11139502,0.05,N,20.57,23.702353881736496,0.2895682805914788,2.157459627616376e-10
2021-10-26,XRX,5Y,0.02880901,0.02952,0.08776078,0.01,Y,18.2,24.197976382374055,0.2737983529424078,3.994925807868088e-08
2021-10-27,XRX,5Y,0.02899823,0.02832362,-0.09786135,0.05,N,17.79,24.197976382374055,0.2704307517009188,3.441829990805112e-08
2021-10-28,XRX,5Y,0.02931007,0.03004338,0.08984115,0.01,Y,18.0,24.197976382374055,0.2736811401202368,2.848547246345201e-08
2021-10-29,XRX,5Y,0.02960293,0.02894658,-0.09471372,0.05,N,17.8,24.197976382374055,0.2727571786874893,2.3319736017213266e-08
2021-11-01,XRX,5Y,0.02948901,0.03022784,0.09038456,0.01,Y,18.58,24.197976382374055,0.28003368655434685,2.6206382054000388e-08
2021-11-02,XRX,5Y,0.02937533,0.02871742,-0.09561561,0.05,N,19.2,24.197976382374055,0.28551302933990963,2.9275056247224374e-08
2021-11-03,XRX,5Y,0.02906085,0.02977,0.08848132,0.01,Y,19.44,24.197976382374055,0.28656111056833683,3.663019434996251e-08
2021-11-04,XRX,5Y,0.02867427,0.02802243,-0.09898712,0.05,N,18.85,24.640588600367234,0.27632624076457235,4.4558460723237436e-08
2021-11-05,XRX,5Y,0.02778002,0.02841001,0.08284941,0.01,Y,19.53,24.640588600367234,0.27925736301525605,4.545947587808463e-08
2021-11-08,XRX,5Y,0.02735203,0.02668689,-0.10557515,0.05,N,19.53,24.640588600367234,0.27761005768933567,1.6491779181865285e-08
2021-11-09,XRX,5Y,0.02717355,0.02776399,0.07993948,0.01,Y,19.86,24.640588600367234,0.2798971249896113,6.966914545269987e-11
2021-11-10,XRX,5Y,0.02720649,0.02654947,-0.10608783,0.05,N,19.76,24.640588600367234,0.27912779073618127,1.69828519303028e-09
2021-11-11,XRX,5Y,0.0271886,0.02652846,-0.10584258,0.05,N,20.05,24.640588600367234,0.2816490565011802,7.02058966517427e-11
2021-11-12,XRX,5Y,0.02709519,0.02642291,-0.10631005,0.05,N,20.18,24.640588600367234,0.2824340326593312,7.874265128826607e-11
2021-11-15,XRX,5Y,0.0266518,0.02598909,-0.10825943,0.05,N,19.87,24.640588600367234,0.27794989658562985,1.2083586561906223e-10
2021-11-16,XRX,5Y,0.02616388,0.02549419,-0.11060082,0.05,N,19.75,24.640588600367234,0.27496196977501,1.9874341755654612e-10
2021-11-17,XRX,5Y,0.02617286,0.02551433,-0.11042653,0.05,N,19.61,24.640588600367234,0.27374172086567483,1.929061355099293e-10
2021-11-18,XRX,5Y,0.02617335,0.02551499,-0.11045049,0.05,N,19.2,24.640588600367234,0.2700180984299733,1.8152285230499388e-10
2021-11-19,XRX,5Y,0.02627835,0.02562391,-0.10988472,0.05,N,19.2,24.640588600367234,0.2704278633475274,1.6269951358394152e-10
2021-11-22,XRX,5Y,0.02614571,0.02548416,-0.11038426,0.05,N,19.88,24.640588600367234,0.27604875674255863,2.064375406729546e-10
2021-11-23,XRX,5Y,0.02613666,0.02666677,0.07448171,0.01,Y,20.19,24.640588600367234,0.27874702749824587,2.1788518211884877e-10
2021-11-24,XRX,5Y,0.02634421,0.02569432,-0.10895343,0.05,N,20.2,24.640588600367234,0.2796564872299605,1.7501957522148004e-10
2021-11-26,XRX,5Y,0.02727023,0.02661248,-0.10433139,0.05,N,19.26,24.640588600367234,0.2748221722099124,1.3225132940164475e-08
2021-11-29,XRX,5Y,0.02689471,0.02745367,0.07777821,0.01,Y,19.17,24.640588600367234,0.27254402449896015,8.530137013407213e-11
2021-11-30,XRX,5Y,0.02805648,0.02741408,-0.10057539,0.05,N,18.42,24.640588600367234,0.2698923690757525,6.480546263856746e-08
2021-12-01,XRX,5Y,0.02699157,0.02634663,-0.10571128,0.05,N,19.16,24.640588600367234,0.272825600384679,7.703432336469973e-11
2021-12-02,XRX,5Y,0.02559909,0.02495204,-0.11254839,0.05,N,19.9,24.640588600367234,0.27405949243582756,3.6912796777532897e-10
2021-12-03,XRX,5Y,0.02553659,0.0248908,-0.11265499,0.05,N,20.0,24.640588600367234,0.27469252983559034,4.0056297515023154e-10
2021-12-06,XRX,5Y,0.02491462,0.0253654,0.06877046,0.01,Y,20.47,24.640588600367234,0.27627330848686676,8.374069215832947e-10
2021-12-07,XRX,5Y,0.02392121,0.02433,0.06430302,0.01,Y,20.63,24.640588600367234,0.27357089371589244,3.595260172906123e-09
2021-12-08,XRX,5Y,0.02351656,0.02287782,-0.12222094,0.05,N,21.14,24.640588600367234,0.2761464363545158,6.11943803963122e-09
2021-12-09,XRX,5Y,0.02341224,0.02277264,-0.12267124,0.05,N,21.06,24.640588600367234,0.2750491135652358,6.774077115218047e-09
2021-12-10,XRX,5Y,0.02305682,0.0224252,-0.12434798,0.05,N,21.15,24.640588600367234,0.2742962073663973,1.0189448486352948e-08
2021-12-13,XRX,5Y,0.02320298,0.0225664,-0.12350528,0.05,N,20.55,24.640588600367234,0.26991266355618415,7.788172100287039e-09
2021-12-14,XRX,5Y,0.023058,0.02242838,-0.12427586,0.05,N,20.56,24.640588600367234,0.26939094493708493,9.14456067813152e-09
2021-12-15,XRX,5Y,0.02280293,0.02217549,-0.12541258,0.05,N,20.7,24.640588600367234,0.26949561616377465,1.241340680940839e-08
2021-12-16,XRX,5Y,0.02287222,0.02223951,-0.12506267,0.05,N,20.64,24.640588600367234,0.26928453493889365,1.13765635002816e-08
2021-12-17,XRX,5Y,0.02310707,0.02347,0.06042542,0.01,Y,20.51,24.640588600367234,0.2691739937609961,8.586386608666619e-09
2021-12-20,XRX,5Y,0.02346449,0.0238375,0.0618744,0.01,Y,20.16,24.640588600367234,0.26767286710818894,5.449435999671515e-09
2021-12-21,XRX,5Y,0.02281733,0.0221941,-0.12512414,0.05,N,21.37,24.640588600367234,0.27507864372945484,1.3807287511241606e-08
2021-12-22,XRX,5Y,0.02232676,0.02170865,-0.12734728,0.05,N,21.89,24.640588600367234,0.2771456540524469,2.6099333048923423e-08
2021-12-23,XRX,5Y,0.0220783,0.02239167,0.05559581,0.01,Y,22.45,24.640588600367234,0.280442218872512,3.7944136818679475e-08
2021-12-27,XRX,5Y,0.02145103,0.02084201,-0.13129581,0.05,N,22.72,24.640588600367234,0.27974842405189976,3.251006472707041e-08
2021-12-28,XRX,5Y,0.02111681,0.0205096,-0.1328719,0.05,N,23.04,24.640588600367234,0.2806698618813969,4.377401219279875e-13
2021-12-29,XRX,5Y,0.02099707,0.02126576,0.05058652,0.01,Y,23.35,24.640588600367234,0.2824342884036426,6.387286533016123e-13
2021-12-30,XRX,5Y,0.02100829,0.02128065,0.0506077,0.01,Y,22.82,24.640588600367234,0.27853177940784424,5.197751951069307e-13
2021-12-31,XRX,5Y,0.02056855,0.0199628,-0.13546731,0.05,N,22.64,24.640588600367234,0.275195940909446,1.3220015360193571e-12
2022-01-03,XRX,5Y,0.02080158,0.02018146,-0.13416188,0.05,N,22.76,24.640588600367234,0.2771518379986662,8.142687912826574e-13
2022-01-04,XRX,5Y,0.02061874,0.02087953,0.04870691,0.01,Y,23.76,24.640588600367234,0.28371411859442464,1.7375476057956973e-12
2022-01-05,XRX,5Y,0.02057439,0.01996712,-0.13492465,0.05,N,23.33,24.640588600367234,0.28037323775747014,1.666521087795303e-12
2022-01-06,XRX,5Y,0.02084043,0.0211025,0.0495571,0.01,Y,23.64,24.640588600367234,0.28385184498933147,1.0056122601298512e-12
2022-01-07,XRX,5Y,0.02105361,0.02045052,-0.13200838,0.05,N,23.7,24.640588600367234,0.2852546902024571,6.281711262268175e-13
2022-01-10,XRX,5Y,0.02110484,0.02137571,0.05053043,0.01,Y,23.69,24.640588600367234,0.2854134560340817,5.565825578202066e-13
2022-01-11,XRX,5Y,0.02079121,0.02105001,0.04908414,0.01,Y,23.82,24.640588600367234,0.28493453867526825,1.1927264731426135e-12
2022-01-12,XRX,5Y,0.02082154,0.02022862,-0.13266895,0.05,N,23.62,24.640588600367234,0.28362034905809863,1.043314740156731e-12
2022-01-13,XRX,5Y,0.02097758,0.02124177,0.04987415,0.01,Y,23.93,24.640588600367234,0.28657631847597204,8.042455590384634e-13
2022-01-14,XRX,5Y,0.02163774,0.02193011,0.05278252,0.01,Y,23.82,24.640588600367234,0.28875735280759834,3.397222646250864e-08
2022-01-18,XRX,5Y,0.02207677,0.02238334,0.05447588,0.01,Y,23.51,24.640588600367234,0.2884386892662733,4.5026446529594644e-08
2022-01-19,XRX,5Y,0.0221722,0.02248167,0.05474182,0.01,Y,22.83,24.640588600367234,0.283762975901583,3.6357168570894105e-08
2022-01-20,XRX,5Y,0.02252835,0.02192581,-0.12341974,0.05,N,22.42,24.640588600367234,0.2821679702300614,2.2788470926266013e-08
2022-01-21,XRX,5Y,0.02291304,0.02325,0.05792185,0.01,Y,21.69,24.640588600367234,0.27806768154513534,1.3123183952717943e-08
2022-01-24,XRX,5Y,0.02382719,0.0242,0.06182478,0.01,Y,20.98,24.640588600367234,0.2761171304697461,4.2276957490372524e-09
2022-01-25,XRX,5Y,0.02512262,0.02451103,-0.11084541,0.05,N,19.98,26.638393303517134,0.2592178816182546,4.806080984576244e-10
2022-01-26,XRX,5Y,0.02569107,0.02615,0.06970939,0.01,Y,20.11,26.638393303517134,0.26257507361257443,2.72910763432499e-10
2022-01-27,XRX,5Y,0.02678135,0.02729333,0.07410534,0.01,Y,20.43,26.638393303517134,0.26957787080177525,9.247641194476408e-11
2022-01-28,XRX,5Y,0.02732682,0.02671527,-0.09989744,0.05,N,20.52,26.638393303517134,0.27245122085551443,2.0869831290210028e-08
2022-01-31,XRX,5Y,0.02754665,0.02808671,0.0771185,0.01,Y,21.11,26.638393303517134,0.27833123384650765,3.071196479770277e-08
2022-02-01,XRX,5Y,0.02693145,0.02744167,0.07451547,0.01,Y,22.06,26.638393303517134,0.283768927494965,9.634684022818973e-11
2022-02-02,XRX,5Y,0.02681778,0.02622125,-0.1020394,0.05,N,22.09,26.638393303517134,0.2835630214455959,1.0911040820849038e-10
2022-02-03,XRX,5Y,0.02789024,0.02730033,-0.09700632,0.05,N,21.94,26.638393303517134,0.2865393819095785,4.553480385111053e-08
2022-02-04,XRX,5Y,0.02855533,0.0279734,-0.09373343,0.05,N,22.04,26.638393303517134,0.2899237437588118,5.345950432680824e-08
2022-02-07,XRX,5Y,0.02826191,0.02767111,-0.09471664,0.05,N,21.7,26.638393303517134,0.2860055889360845,6.383804108250901e-08
2022-02-08,XRX,5Y,0.0281255,0.02869727,0.0789549,0.01,Y,21.39,26.638393303517134,0.28290595991817336,6.179879869644411e-08
2022-02-09,XRX,5Y,0.02725996,0.02666355,-0.0991763,0.05,N,21.48,26.638393303517134,0.2803140789670249,4.959487778788407e-09
2022-02-10,XRX,5Y,0.02766158,0.02821101,0.07687858,0.01,Y,21.4,26.638393303517134,0.281204616760537,3.576934571106194e-08
2022-02-11,XRX,5Y,0.02797002,0.02853221,0.07773222,0.01,Y,21.23,26.638393303517134,0.2809682421740157,5.510331645836031e-08
2022-02-14,XRX,5Y,0.02832563,0.02890757,0.07928647,0.01,Y,20.56,26.638393303517134,0.27659830796882234,5.674080177583973e-08
2022-02-15,XRX,5Y,0.02787227,0.02727754,-0.0956446,0.05,N,22.15,26.638393303517134,0.2881741747243419,4.289874904611635e-08
2022-02-16,XRX,5Y,0.02733865,0.02786557,0.07499296,0.01,Y,23.18,26.638393303517134,0.29421346404122856,7.031245377597806e-11
2022-02-17,XRX,5Y,0.02742963,0.02683454,-0.09770607,0.05,N,22.07,26.638393303517134,0.2858024842001103,1.269381594629082e-08
2022-02-18,XRX,5Y,0.02766897,0.02821396,0.07645561,0.01,Y,21.82,26.638393303517134,0.28470099568371315,3.263221517307846e-08
2022-02-22,XRX,5Y,0.02863816,0.02805152,-0.09205864,0.05,N,20.92,26.638393303517134,0.2808839400546645,4.719856596183125e-08
2022-02-23,XRX,5Y,0.02948293,0.0289032,-0.08806687,0.05,N,20.05,26.638393303517134,0.2764302627575117,2.5772619458713786e-08
2022-02-24,XRX,5Y,0.0298841,0.0305375,0.08506251,0.01,Y,19.78,26.638393303517134,0.2754728708578796,1.962253147816395e-08
2022-02-25,XRX,5Y,0.02945154,0.02888455,-0.08803376,0.05,N,20.06,27.14656801900657,0.2730159492289887,2.5821776127032958e-08
2022-02-28,XRX,5Y,0.02962631,0.03025652,0.0838814,0.01,Y,19.71,27.14656801900657,0.27050400523250756,2.27015740580927e-08
2022-03-01,XRX,5Y,0.03005363,0.029497,-0.0853092,0.05,N,18.81,27.14656801900657,0.2636845267720445,1.673465813145647e-08
2022-03-02,XRX,5Y,0.02983903,0.02928498,-0.08653919,0.05,N,19.65,27.14656801900657,0.27073328263213736,1.9765116914677305e-08
2022-03-03,XRX,5Y,0.03043705,0.02989279,-0.0834114,0.05,N,19.32,27.14656801900657,0.2698568215989281,1.336425649312023e-08
2022-03-04,XRX,5Y,0.03149129,0.03221086,0.09129908,0.01,Y,18.51,27.14656801900657,0.26589341205260675,6.831309198873647e-09
2022-03-07,XRX,5Y,0.0331947,0.03269182,-0.07100536,0.05,N,17.63,27.14656801900657,0.26296460340347527,2.6005139153184587e-09
2022-03-08,XRX,5Y,0.03367098,0.03450085,0.09965544,0.01,Y,17.91,27.14656801900657,0.2674412642114175,2.0683234708274156e-09
2022-03-09,XRX,5Y,0.03320364,0.03270576,-0.07063598,0.05,N,18.86,27.14656801900657,0.27525269066749924,2.3931114867536962e-09
2022-03-10,XRX,5Y,0.03345929,0.03295946,-0.06941017,0.05,N,18.82,27.14656801900657,0.27574887684278465,2.0497339173197737e-09
2022-03-11,XRX,5Y,0.03356492,0.03307779,-0.06878297,0.05,N,18.66,27.14656801900657,0.27455452213104,3.3209349645235697e-09
2022-03-14,XRX,5Y,0.03420237,0.03372112,-0.06585328,0.05,N,18.63,27.14656801900657,0.2764437831178599,1.960392771727104e-09
2022-03-15,XRX,5Y,0.03469401,0.03422225,-0.06367563,0.05,N,19.09,27.14656801900657,0.28260166122086783,1.6628138241325807e-09
2022-03-16,XRX,5Y,0.03355004,0.03306167,-0.0684001,0.05,N,19.72,27.14656801900657,0.2846082263723023,1.9172344961626564e-09
2022-03-17,XRX,5Y,0.03253658,0.03204421,-0.07266114,0.05,N,19.59,27.14656801900657,0.27984147403421933,3.5984461105309506e-09
2022-03-18,XRX,5Y,0.03220359,0.03169179,-0.07410431,0.05,N,20.11,27.14656801900657,0.28343247021524454,4.455280144810558e-09
2022-03-21,XRX,5Y,0.03469004,0.03414082,-0.06885669,0.05,N,19.96,27.14656801900657,0.29080444220062845,9.462218855671445e-10
2022-03-22,XRX,5Y,0.03508452,0.03616622,0.11213974,0.01,Y,20.24,27.14656801900657,0.29475108302500647,7.382973538083704e-10
2022-03-23,XRX,5Y,0.03581972,0.03530373,-0.06309711,0.05,N,19.79,27.14656801900657,0.2931133079780856,4.775119050171028e-10
2022-03-24,XRX,5Y,0.03566894,0.03676624,0.11439034,0.01,Y,20.15,27.14656801900657,0.29594553033780346,5.173367567667952e-10
2022-03-25,XRX,5Y,0.03557157,0.03665364,0.11375087,0.01,Y,20.73,27.14656801900657,0.30088866840009687,5.410967854335702e-10
2022-03-28,XRX,5Y,0.0353926,0.034885,-0.06463482,0.05,N,20.56,27.14656801900657,0.29873361288239964,6.065358285067823e-10
2022-03-29,XRX,5Y,0.03420551,0.0351754,0.10741344,0.01,Y,20.82,27.14656801900657,0.29690342795014285,1.264769559916612e-09
2022-03-30,XRX,5Y,0.0338974,0.03484104,0.1061968,0.01,Y,20.46,27.14656801900657,0.29259762149465196,1.5374202744222742e-09
2022-03-31,XRX,5Y,0.03398921,0.03493122,0.10664394,0.01,Y,20.17,27.14656801900657,0.29029081393822354,1.4548083709930992e-09
2022-04-01,XRX,5Y,0.03398381,0.03344734,-0.07119436,0.05,N,19.97,27.14656801900657,0.2884378063098235,1.462489546133483e-09
2022-04-04,XRX,5Y,0.03375571,0.03321796,-0.07242789,0.05,N,19.5,27.14656801900657,0.28326844932227574,1.6925884305241112e-09
2022-04-05,XRX,5Y,0.03416022,0.03363541,-0.07053587,0.05,N,19.25,27.14656801900657,0.2823018192786454,1.3271318627383621e-09
2022-04-06,XRX,5Y,0.03505738,0.03607054,0.1108632,0.01,Y,19.02,27.14656801900657,0.283165746362941,1.1948661296501406e-09
2022-04-07,XRX,5Y,0.03584532,0.03536078,-0.06243271,0.05,N,19.38,27.14656801900657,0.28931464313102645,7.484621533659919e-10
2022-04-08,XRX,5Y,0.03607731,0.037153,0.11498426,0.01,Y,19.19,27.14656801900657,0.2882738827943749,5.6456719160769e-10
2022-04-11,XRX,5Y,0.03673816,0.0378662,0.11727552,0.01,Y,19.42,27.14656801900657,0.2927231125254508,3.658066211054134e-10
2022-04-12,XRX,5Y,0.03708721,0.03663091,-0.05650671,0.05,N,18.99,27.14656801900657,0.2897210454851272,2.2458553072812748e-10
2022-04-13,XRX,5Y,0.03680341,0.03634379,-0.05794321,0.05,N,19.29,27.14656801900657,0.29169100052308733,3.261313719082892e-10
2022-04-14,XRX,5Y,0.03679928,0.03633289,-0.05798507,0.05,N,18.79,27.14656801900657,0.28678778533617094,2.588183833918123e-10
2022-04-18,XRX,5Y,0.03698849,0.0365357,-0.05682936,0.05,N,19.04,27.14656801900657,0.2898809992999948,2.492309900126166e-10
2022-04-19,XRX,5Y,0.03754095,0.03711492,-0.05421884,0.05,N,19.56,27.14656801900657,0.2967690718815733,2.010300675925336e-10
2022-04-20,XRX,5Y,0.03747552,0.03704792,-0.05431755,0.05,N,19.85,27.14656801900657,0.2993078690213505,2.4237990087216943e-10
2022-04-21,XRX,5Y,0.03908974,0.03870516,-0.04708331,0.05,N,16.74,27.581439608694467,0.26976067635256595,1.5586393287136957e-11
2022-04-22,XRX,5Y,0.04055975,0.04186495,0.13080362,0.01,Y,17.13,27.581439608694467,0.27867605607486157,5.710251715917991e-12
2022-04-25,XRX,5Y,0.04148051,0.04117467,-0.03626992,0.05,N,17.66,27.581439608694467,0.287308049890302,3.328240461009102e-12
2022-04-26,XRX,5Y,0.04266855,0.04408209,0.13865841,0.01,Y,17.46,27.581439608694467,0.28884822567372964,1.2208359323473417e-12
2022-04-27,XRX,5Y,0.04357429,0.04333594,-0.02723949,0.05,N,17.07,27.581439608694467,0.28732919612190777,5.363279265147014e-13
2022-04-28,XRX,5Y,0.04445627,0.04424353,-0.02340516,0.05,N,17.53,27.581439608694467,0.295119200578009,1.1823361699414559e-08
2022-04-29,XRX,5Y,0.04570937,0.04554259,-0.01800078,0.05,N,17.4,27.581439608694467,0.2975018634210664,7.222090283448557e-08
2022-05-02,XRX,5Y,0.04622827,0.04607866,-0.01574768,0.05,N,17.47,27.581439608694467,0.2998490235829761,7.70900334748359e-08
2022-05-03,XRX,5Y,0.04662447,0.04649448,-0.01403392,0.05,N,17.71,27.581439608694467,0.30369739344530255,6.8493728216934e-08
2022-05-04,XRX,5Y,0.04595538,0.04580808,-0.01681829,0.05,N,18.37,27.581439608694467,0.3087718637486971,6.55703309981881e-08
2022-05-05,XRX,5Y,0.04741361,0.04731298,-0.01074043,0.05,N,17.78,28.091703409209998,0.30327477401997877,4.9403570609451997e-08
2022-05-06,XRX,5Y,0.04841226,0.04835034,-0.00655243,0.05,N,17.67,28.091703409209998,0.30504608526941795,3.3688756700955835e-08
2022-05-09,XRX,5Y,0.04947769,0.04945687,-0.00214369,0.05,N,17.24,28.091703409209998,0.303362916012456,2.19482875415955e-08
2022-05-10,XRX,5Y,0.04992901,0.04992617,-0.00029176,0.05,N,17.35,28.091703409209998,0.30593724932480876,1.8772888354945394e-08
2022-05-11,XRX,5Y,0.04976749,0.05162729,0.16331847,0.01,Y,16.85,28.091703409209998,0.29971804589995915,1.9273087924209786e-08
2022-05-12,XRX,5Y,0.04989851,0.05168504,0.16348053,0.01,Y,16.78,28.091703409209998,0.2992816959369291,1.8320476385946804e-08
2022-05-13,XRX,5Y,0.04874997,0.05047129,0.15970205,0.01,Y,17.27,28.091703409209998,0.3015637475209163,2.8688517610120368e-08
2022-05-16,XRX,5Y,0.04882224,0.04877847,-0.00484044,0.05,N,17.52,28.091703409209998,0.3045925055614467,2.8548152050666964e-08
2022-05-17,XRX,5Y,0.04782502,0.04774763,-0.00896765,0.05,N,18.49,28.091703409209998,0.31217286112829234,4.605240314092818e-08
2022-05-18,XRX,5Y,0.04853825,0.04848551,-0.00599166,0.05,N,17.53,28.091703409209998,0.3038627756969224,3.172579696869571e-08
2022-05-19,XRX,5Y,0.04837074,0.04831222,-0.00668547,0.05,N,17.24,28.091703409209998,0.300104946833557,3.287408419094806e-08
2022-05-20,XRX,5Y,0.04794206,0.04786842,-0.0084657,0.05,N,17.18,28.091703409209998,0.2981580681629694,3.8258221035647466e-08
2022-05-23,XRX,5Y,0.04690787,0.04679963,-0.01275887,0.05,N,17.46,28.091703409209998,0.2982258781806699,5.75570858890595e-08
2022-05-24,XRX,5Y,0.04593976,0.04580018,-0.01678137,0.05,N,17.29,28.091703409209998,0.2934307472609419,8.084193230811776e-08
2022-05-25,XRX,5Y,0.04435147,0.0441658,-0.02351721,0.05,N,17.58,28.091703409209998,0.2918264740467758,1.241171015270437e-08
2022-05-26,XRX,5Y,0.04151418,0.04125256,-0.03566965,0.05,N,18.11,28.091703409209998,0.2887078503240962,3.3809552379970853e-12
2022-05-27,XRX,5Y,0.04010892,0.03982246,-0.04169898,0.05,N,18.53,28.091703409209998,0.28858627597223796,1.2095963120017927e-11
2022-05-31,XRX,5Y,0.04008117,0.03978915,-0.04171858,0.05,N,18.82,28.091703409209998,0.291426760269305,1.383998471382597e-11
2022-06-01,XRX,5Y,0.03914067,0.03883141,-0.04574612,0.05,N,18.92,28.091703409209998,0.28938647291820685,3.0808085249578454e-11
2022-06-02,XRX,5Y,0.03832941,0.0392526,0.11927423,0.01,Y,19.15,28.091703409209998,0.28900634834413746,6.546801295526095e-11
2022-06-03,XRX,5Y,0.03814763,0.03908322,0.11861054,0.01,Y,18.8,28.091703409209998,0.2849614163845775,6.535902374871227e-11
2022-06-06,XRX,5Y,0.03803602,0.03898026,0.11798785,0.01,Y,19.09,28.091703409209998,0.28745620113703674,8.096899539733471e-11
2022-06-07,XRX,5Y,0.0377705,0.03871972,0.11677968,0.01,Y,19.07,28.091703409209998,0.28638738359779586,9.955455904098187e-11
2022-06-08,XRX,5Y,0.0378845,0.03752391,-0.05097214,0.05,N,19.05,28.091703409209998,0.28656644094244316,8.998668477033789e-11
2022-06-09,XRX,5Y,0.03766444,0.03729435,-0.05189612,0.05,N,18.54,28.091703409209998,0.28078728599006897,8.625408026707859e-11
2022-06-10,XRX,5Y,0.03925291,0.03891386,-0.04492845,0.05,N,17.83,28.091703409209998,0.27862433297976597,1.8281515190565756e-11
2022-06-13,XRX,5Y,0.04162987,0.04288368,0.13038142,0.01,Y,16.49,28.091703409209998,0.2713781859625723,1.8785112354535727e-12
2022-06-14,XRX,5Y,0.04223653,0.04197717,-0.03170907,0.05,N,15.83,28.091703409209998,0.2655356446259292,1.0280179485455676e-12
2022-06-15,XRX,5Y,0.04096255,0.0421691,0.1267831,0.01,Y,16.58,28.091703409209998,0.27035921452515926,3.1945487921625215e-12
2022-06-16,XRX,5Y,0.04143577,0.04268689,0.12909982,0.01,Y,15.51,28.091703409209998,0.25931374587586153,1.748497180376063e-12
2022-06-17,XRX,5Y,0.04152462,0.04124085,-0.0348254,0.05,N,15.96,28.091703409209998,0.26492929494092066,1.7907897387203775e-12
2022-06-21,XRX,5Y,0.04138345,0.04109517,-0.03529729,0.05,N,15.96,28.091703409209998,0.264502923111449,1.989193532114797e-12
2022-06-22,XRX,5Y,0.04121037,0.04091887,-0.03602442,0.05,N,16.17,28.091703409209998,0.26642545062327266,2.377820162990929e-12
2022-06-23,XRX,5Y,0.04139244,0.04110082,-0.03539927,0.05,N,15.74,28.091703409209998,0.2619337826462901,1.8857901351587714e-12
2022-06-24,XRX,5Y,0.04063288,0.041825,0.12640925,0.01,Y,15.79,28.091703409209998,0.2602324041666791,3.3433325552501003e-12
2022-06-27,XRX,5Y,0.04046253,0.0401535,-0.03927795,0.05,N,16.22,28.091703409209998,0.26472234246006554,4.2238781916559276e-12
2022-06-28,XRX,5Y,0.04130807,0.042525,0.12833066,0.01,Y,15.82,28.091703409209998,0.2626273607512066,2.0407425749269237e-12
2022-06-29,XRX,5Y,0.04238074,0.04212333,-0.03111739,0.05,N,15.07,28.091703409209998,0.2567406496786967,8.281916819008472e-13
2022-06-30,XRX,5Y,0.04304939,0.04281146,-0.02836073,0.05,N,14.85,28.091703409209998,0.25594632426370323,5.051167817349267e-13
2022-07-01,XRX,5Y,0.04332157,0.0446802,0.13614073,0.01,Y,14.12,28.091703409209998,0.24729963457105453,4.977921366777771e-09
2022-07-05,XRX,5Y,0.04439059,0.044193,-0.02287089,0.05,N,13.98,28.091703409209998,0.24848057459748485,5.6375906977435e-08
2022-07-06,XRX,5Y,0.04527875,0.04510861,-0.0192184,0.05,N,13.69,28.091703409209998,0.2470443842325854,8.662218586863446e-08
2022-07-07,XRX,5Y,0.04509059,0.04491674,-0.01991512,0.05,N,14.15,28.091703409209998,0.252735974901117,8.207073307758828e-08
2022-07-08,XRX,5Y,0.04504874,0.04651905,0.14190825,0.01,Y,14.38,28.091703409209998,0.2556577266551075,8.072848730472648e-08
2022-07-11,XRX,5Y,0.0452058,0.045036,-0.01933353,0.05,N,14.02,28.091703409209998,0.25132244356574557,8.552919888299426e-08
2022-07-12,XRX,5Y,0.04582131,0.04734087,0.14434656,0.01,Y,14.19,28.091703409209998,0.25533249618014026,7.420670494057147e-08
