date,ticker,batch,shortname,redcode,sector,region,country,avrating,impliedrating,tier,currency,docclause,primarycurve,primarypricetype,runningcoupon,primarycoupon,tenor,parspread,convspreard,upfront,cdsrealrecovery,cdsassumedrecovery,carriedforward,compositedepth5y,primarydepthcontributed,primarydepthpassed,primarydepthpassed1wma,primarydepthpassed1mma,primarydepthpassed2mma,compositepricerating,compositecurverating,hasclearsubmissions,hasquotes,hasbankcontributions,clearingsubmissionsdepthcontr,quotesdepthcontr,bankcontributionsdepthcontr,clearingsubmissionsdepthpassed,quotesdepthpassed,bankcontributionsdepthpassed,dailyupdatefrequency,maxdailymovement,_52wkhigh5y,_52wklow5y,contrstddevpassedrecovery,contrlqrangepassed,contrlqrangepassedrecovery,contr10thpctlpassed,contr10pctlpassedrecovery,contr90thpctlpassed,contr90thpctlpassedrecovery,contrmaxminrangepassed,contrmaxminrangepassedrecovery,tierbasis,isdabasis,ccybasis,docclausebasis,tierbasiscarriedforward,tierbasisdepthpassed,tierbasisstddevpassed,tierbasis10thpctlpassed,tierbasis90thpctlpassed,isdabasiscarriedforward,isdabasisdepthpassed,isdabasisstddevpassed,isdabasis10thpctlpassed,isdabasis90thpctlpassed,ccybasiscarriedforward,ccybasisdepthpassed,ccybasisstddevpassed,ccybasis10thpctlpassed,ccybasis90thpctlpassed,docclausebasiscarriedforward,docclausebasisdepthpassed,docclausebasisstddevpassed,docclausebasis10thpctlpassed,docclausebasis90thpctlpassed,tenorbasisdepthpassed,tenorbasisstddevpassed,tenorbasis10thpctlpassed,tenorbasis90thpctlpassed,idxmember,dealersclearingcountcruve,dealersclearingcountcurve1wma,dealersclearingcountcurve1mma,dealersclearingcountcurve2mma,dealersquotescountcurve,dealersquotescountcurve1wma,dealersquotescountcurve1mma,dealersquotescountcurve2mma,quotescountcurve,quotescountcurve1wma,quotescountcurve1mma,quotescountcurve2mma,dealersquotescounttenor,dealersquotescounttenor1wma,dealersquotescounttenor1mma,dealersquotescounttenor2mma,quotescounttenor,quotescounttenor1wma,quotescounttenor1mma,quotescounttenor2mma,dealersborcountcurve,dealersborcountcurve1wma,dealersborcountcurve1mma,dealersborcountcurve2mma,upfrontbaspreadaverage,upfrontbaspreadaverage1wma,upfrontbaspreadaverage1mma,upfrontbaspreadaverage2mma,upfrontbaspreadhigh,upfrontbaspreadhigh1wma,upfrontbaspreadhigh1mma,upfrontbaspreadhigh2mma,convbaspreadaverage,convbaspreadaverage1wma,convbaspreadaverage1mma,convbaspreadaverage2mma,convbaspreadhigh,convbaspreadhigh1wma,convbaspreadhigh1mma,convbaspreadhigh2mma,bidasktype5y,baspreaddepthpassed,upfrontbaspreadstddevpassed,upfrontbaspread10thpctlpassed,upfrontbaspread90thpctlpassed,convbaspreadstddevpassed,convbaspread10thpctlpassed,convbaspread90thpctlpassed,estimatednotional,curveliquidityscore,curveliquidityscore1wma,curveliquidityscore1mma,curveliquidityscore2mma,sec4lastupdate,wklygnsec4,wklygnsec41mma,wklygnsec42mma,wklycontrctsec4,wklycontrctsec41mma,wklycontrctsec42mma,gnxtrd,gnxtrd1mma,gnxtrd2mma,tbl6lastupdate,wklygrossnotional,wklygrossnotional1m,wklygrossnotional1y,wklynetnotional,wklynetnotional1m,wklynetnotional1y,wklycontr,wklycontr1m,wklycontr1y,creditdv01,riskypv01,irdv01,rec01,dp,jtd,dtz,stock_price,financial_debt_ratio,implied_vol,par_spread_error,delta,gamma
2021-10-13,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.02753911,0.0281875,0.08298172,0.4,0.4,0.0,4.0,16.0,4.0,5.0,6.0,6.0,A,BBB,,Y,N,7.0,1.0,8.0,3.0,1.0,,82.0,0.00079358,,,0.0,1.01744186,1.0,0.02786,,0.028505,0.4,0.00075,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,6.0,7.0,7.0,7.0,5.0,6.0,6.0,489.0,285.0,427.0,502.0,7.0,5.0,5.0,5.0,191.0,92.0,118.0,136.0,15.0,15.0,15.0,15.0,0.0074242281,0.00716240764,0.006635064518182,0.005802552309302,0.0120223722,0.0115936746,0.009715993368182,0.008738555625581,0.00176,0.001702,0.001562575763636,0.001370193802326,0.00285,0.002755,0.002289772727273,0.002064534883721,Observed,5.0,,,,0.0004335897,0.0015,0.00222,5000000.0,2.0,2.0,2.0,2.0,2021-10-08,86078748.0,108004144.63,68413678.51,22.0,17.0,12.0,3912670.36,6290636.34,4922127.76,2021-10-08,2961871992.0,3074280207.0,4005001296.0,482023023.0,530777318.0,821279838.0,575.0,591.0,704.0,4378.04,4.73,-218.17,20893.54,0.22378068,5170215.62,9170215.62,20.34,23.702353881736496,0.9022834208997464,1.5505537270810166e-09,,
2021-10-14,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.02703376,0.02765,0.08063297,0.4,0.4,0.0,6.0,16.0,6.0,5.0,6.0,6.0,AA,A,,Y,Y,7.0,1.0,8.0,4.0,1.0,1.0,81.0,0.00066005,,,0.0,1.01181818,1.0,0.0275,,0.0279,0.4,0.0004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,485.0,314.0,435.0,502.0,6.0,5.0,5.0,5.0,184.0,111.0,120.0,137.0,15.0,15.0,15.0,15.0,0.0066682908,0.0072328073,0.006724029586364,0.005822228184091,0.0098437552,0.01162541114,0.009877917309091,0.008763673797727,0.001575,0.001717,0.001583030309091,0.001374848488636,0.002325,0.00276,0.002327272727273,0.002070454545455,Observed,4.0,,,,0.00015,0.0015,0.00171,5000000.0,2.0,2.0,2.0,2.0,2021-10-08,86078748.0,108004144.63,68413678.51,22.0,17.0,12.0,3912670.36,6290636.34,4922127.76,2021-10-08,2961871992.0,3074280207.0,4005001296.0,482023023.0,530777318.0,821279838.0,575.0,591.0,704.0,4390.51,4.73,-211.93,20554.06,0.21991738,5193704.07,9193704.07,20.45,23.702353881736496,0.9025331861987044,1.5895843807900434e-09,,
2021-10-15,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.02659017,0.02718,0.07861825,0.4,0.4,0.0,5.0,16.0,5.0,5.0,6.0,6.0,AA,A,,Y,N,7.0,1.0,8.0,4.0,1.0,,47.0,0.00061992,,,0.0,1.01111111,1.0,0.027,,0.02748,0.4,0.0006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,6.0,7.0,7.0,5.0,5.0,6.0,6.0,350.0,353.0,436.0,494.0,5.0,5.0,5.0,5.0,104.0,120.0,119.0,136.0,15.0,15.0,15.0,15.0,0.0063746574,0.00703544792,0.006792354990909,0.005846735531818,0.0073946201,0.01068553294,0.009853416872727,0.008746360584091,0.0015,0.001667,0.001598181822727,0.001380530306818,0.00174,0.002533,0.00232,0.00206625,Observed,3.0,,,,0.0,0.0015,0.0015,5000000.0,1.0,2.0,2.0,2.0,2021-10-08,86078748.0,115064305.33,68904374.89,22.0,18.0,12.0,3912670.36,6237116.34,4894087.27,2021-10-08,2961871992.0,3074280207.0,4005001296.0,482023023.0,530777318.0,821279838.0,575.0,591.0,704.0,4404.14,4.74,-206.64,20267.96,0.21647461,5213849.53,9213849.53,20.59,23.702353881736496,0.903515054304585,1.6640039346427216e-09,,
2021-10-18,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.02670359,0.0273,0.07891369,0.4,0.4,0.0,5.0,16.0,5.0,5.0,6.0,6.0,AA,A,,N,Y,7.0,1.0,8.0,4.0,,1.0,40.0,0.00044303,,,0.0,1.0,1.0,0.02718,,0.02742,0.4,0.0004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,297.0,412.0,457.0,485.0,5.0,6.0,5.0,6.0,74.0,135.0,122.0,136.0,15.0,15.0,15.0,15.0,0.0063520046,0.00683219372,0.006889823357143,0.005898765890476,0.0073683428,0.0097381581,0.009920450819048,0.008761776371429,0.0015,0.001617,0.001618730166667,0.001392698416667,0.00174,0.002306,0.002332380952381,0.002069761904762,Observed,3.0,,,,0.0,0.0015,0.0015,5000000.0,1.0,2.0,2.0,1.0,2021-10-08,86078748.0,104572720.24,74371654.24,22.0,19.0,13.0,3912670.36,5239624.81,5073523.89,2021-10-08,2961871992.0,3074280207.0,4005001296.0,482023023.0,530777318.0,821279838.0,575.0,591.0,704.0,4389.23,4.72,-206.97,20288.5,0.21713254,5210888.04,9210888.04,20.18,23.702353881736496,0.8966964311042905,1.3245673863293561e-09,,
2021-10-19,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.02644322,0.027025,0.07763887,0.4,0.4,0.0,4.0,16.0,4.0,5.0,6.0,6.0,A,BBB,,N,N,7.0,1.0,8.0,4.0,,,74.0,0.00035763,,,0.0,1.00092593,1.0,0.027,,0.02707,0.4,0.0001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,467.0,418.0,458.0,481.0,7.0,6.0,5.0,6.0,177.0,146.0,124.0,137.0,15.0,15.0,15.0,15.0,0.0074604825,0.00685593268,0.006915762409091,0.005950880347619,0.0120810791,0.00974203388,0.010018661195455,0.008861146007143,0.00176,0.001619,0.001625151522727,0.00140484127381,0.00285,0.002301,0.002355909090909,0.002092976190476,Observed,5.0,,,,0.0004335897,0.0015,0.00222,5000000.0,2.0,2.0,2.0,1.0,2021-10-08,86078748.0,103545277.33,74706142.63,22.0,19.0,13.0,3912670.36,5165905.11,5040356.64,2021-10-08,2961871992.0,3074280207.0,4005001296.0,482023023.0,530777318.0,821279838.0,575.0,591.0,704.0,4392.11,4.72,-203.49,20097.64,0.21516075,5223635.0,9223635.0,20.45,23.702353881736496,0.9004536020482005,1.5165481370704725e-09,,
2021-10-20,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.02618381,0.02675,0.07644953,0.4,0.4,0.0,4.0,16.0,4.0,5.0,6.0,6.0,A,BBB,,Y,N,6.0,2.0,8.0,3.0,1.0,,76.0,0.00036312,,,0.0,1.00750469,1.0,0.02656,,0.02694,0.4,0.0005,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,417.0,403.0,461.0,480.0,7.0,6.0,6.0,6.0,166.0,141.0,128.0,137.0,15.0,15.0,15.0,15.0,0.0074760012,0.0068662873,0.006925350104545,0.005986348274419,0.012106209,0.00975880124,0.01017266525,0.008936612588372,0.00176,0.001619,0.001629393945455,0.00141310077907,0.00285,0.002301,0.002394545454545,0.002110581395349,Observed,5.0,,,,0.0004335897,0.0015,0.00222,5000000.0,2.0,2.0,2.0,1.0,2021-10-15,49750000.0,100713946.95,75870428.34,15.0,19.0,14.0,3316666.67,5068576.78,5083689.98,2021-10-15,2948379931.0,3121079149.0,3968421136.0,498030962.0,522248136.0,821935882.0,579.0,608.0,699.0,4399.39,4.72,-200.33,19926.46,0.21311104,5235531.95,9235531.95,20.57,23.702353881736496,0.9016706805307102,1.591272544287925e-09,,
2021-10-21,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.02613692,0.02668635,0.07616081,0.4,0.4,0.0,4.0,17.0,4.0,4.0,5.0,6.0,A,BBB,,Y,N,6.0,2.0,9.0,2.0,2.0,,82.0,0.00058333,,,0.0,1.01260538,1.0,0.02632,,0.02708362,0.4,0.00105,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,472.0,401.0,455.0,479.0,6.0,6.0,6.0,6.0,173.0,139.0,129.0,138.0,16.0,15.0,15.0,15.0,0.0066923742,0.00687110398,0.006908277072727,0.006002394318182,0.0114728084,0.01008461188,0.010298743331818,0.008994253402273,0.001575,0.001619,0.001627121218182,0.001416780306818,0.0027,0.002376,0.002426363636364,0.002123977272727,Observed,4.0,,,,0.00015,0.0015,0.00171,5000000.0,2.0,2.0,2.0,2.0,2021-10-15,49750000.0,100713946.95,75870428.34,15.0,19.0,14.0,3316666.67,5068576.78,5083689.98,2021-10-15,2948379931.0,3121079149.0,3968421136.0,498030962.0,522248136.0,821935882.0,579.0,608.0,699.0,4396.67,4.72,-199.45,19866.76,0.21241564,5238419.13,9238419.13,20.81,23.702353881736496,0.9055159410183873,1.8023060543992386e-09,,
2021-10-22,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.02628011,0.02684042,0.07665963,0.4,0.4,0.0,6.0,17.0,6.0,5.0,5.0,6.0,AA,A,,Y,Y,7.0,1.0,9.0,4.0,1.0,1.0,54.0,0.00019042,,,0.0,1.00863773,1.0,0.026685,,0.027125,0.4,0.00058,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,358.0,402.0,445.0,470.0,5.0,6.0,5.0,6.0,127.0,143.0,128.0,137.0,16.0,15.0,15.0,15.0,0.0063530944,0.00686679138,0.006876551463636,0.006022270275,0.0073696068,0.01007960922,0.010239259009091,0.008984552706818,0.0015,0.001619,0.0016214394,0.001421325761364,0.00174,0.002376,0.002414545454545,0.002121477272727,Observed,3.0,,,,0.0,0.0015,0.0015,5000000.0,1.0,2.0,2.0,2.0,2021-10-15,49750000.0,87989721.78,75144860.89,15.0,19.0,14.0,3316666.67,4028471.25,5034606.0,2021-10-15,2948379931.0,3121079149.0,3968421136.0,498030962.0,522248136.0,821935882.0,579.0,608.0,699.0,4384.12,4.71,-200.49,19924.3,0.21354859,5233431.8,9233431.8,20.77,23.702353881736496,0.9051914236906035,1.7782601779980922e-09,,
2021-10-25,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.0262956,0.02684727,0.07657855,0.4,0.4,0.0,6.0,17.0,6.0,5.0,5.0,6.0,AA,A,,Y,Y,7.0,1.0,9.0,3.0,1.0,2.0,69.0,0.00023239,,,0.0,1.01010827,1.0,0.026635,,0.027125,0.4,0.00065,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,489.0,441.0,427.0,455.0,7.0,6.0,6.0,6.0,162.0,161.0,126.0,135.0,16.0,16.0,15.0,15.0,0.007021017,0.00700059386,0.006916097109524,0.006108038607143,0.0114198824,0.01088991714,0.0103858884,0.00911695137619,0.00166,0.001651,0.0016336508,0.001441230161905,0.0027,0.002568,0.002453333333333,0.002152261904762,Observed,5.0,,,,0.0002302173,0.0015,0.00192,5000000.0,2.0,2.0,2.0,2.0,2021-10-15,49750000.0,72686176.0,79557793.88,15.0,18.0,15.0,3316666.67,3705509.73,5187972.18,2021-10-15,2948379931.0,3121079149.0,3968421136.0,498030962.0,522248136.0,821935882.0,579.0,608.0,699.0,4375.59,4.7,-199.94,19890.54,0.21319637,5234238.1,9234238.1,20.61,23.702353881736496,0.9024377443356164,1.6297885541138868e-09,,
2021-10-26,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.02880901,0.02952,0.08776078,0.4,0.4,0.0,5.0,17.0,5.0,5.0,5.0,6.0,AA,A,,Y,N,7.0,1.0,9.0,4.0,1.0,,85.0,0.00274881,,,0.0,1.02739726,1.0,0.02914,,0.03,0.4,0.0009,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,564.0,460.0,433.0,454.0,6.0,6.0,6.0,6.0,195.0,165.0,129.0,136.0,16.0,16.0,15.0,15.0,0.0067200267,0.0068525027,0.006907184818182,0.006142474461905,0.0082708359,0.0101278685,0.01028974965,0.009125527892857,0.001625,0.001624,0.001633257581818,0.001450158733333,0.002,0.002398,0.002432727272727,0.002155238095238,Observed,4.0,,,,0.0004787136,0.00115,0.002,5000000.0,1.0,2.0,2.0,2.0,2021-10-15,49750000.0,71411944.0,78706142.63,15.0,17.0,15.0,3316666.67,3683907.33,5134506.3,2021-10-15,2948379931.0,3121079149.0,3968421136.0,498030962.0,522248136.0,821935882.0,579.0,608.0,699.0,4296.01,4.67,-228.56,21469.63,0.23174726,5122418.99,9122418.99,18.56,24.19797638237405,0.8662471003295592,3.6065549158248444e-10,,
2021-10-27,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.02899823,0.02972143,0.08852552,0.4,0.4,0.0,7.0,16.0,7.0,6.0,5.0,6.0,AA,A,,Y,Y,6.0,2.0,8.0,4.0,2.0,1.0,65.0,0.00037665,,,0.0,1.01867572,1.0,0.02936,,0.03008,0.4,0.0009,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,456.0,468.0,425.0,454.0,5.0,6.0,6.0,6.0,159.0,163.0,129.0,136.0,15.0,16.0,15.0,15.0,0.0066007495,0.00667745236,0.006914295059091,0.00615313202093,0.0080859493,0.00932381656,0.010193491845455,0.009101351646512,0.0016,0.001592,0.001637803036364,0.001453643413953,0.00196,0.00222,0.002413863636364,0.002150697674419,Observed,3.0,,,,0.0001732051,0.0015,0.00174,5000000.0,1.0,1.0,2.0,1.0,2021-10-22,12500000.0,68311315.37,78148999.77,5.0,17.0,14.0,2500000.0,3621596.42,5075322.63,2021-10-22,2934991738.0,3004271827.0,3988450085.0,492542769.0,532122858.0,820869134.0,575.0,577.0,704.0,4286.87,4.66,-230.53,21569.94,0.23305383,5114776.21,9114776.21,17.85,24.19797638237405,0.853085346755295,1.8630977316469455e-10,,
2021-10-28,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.02931007,0.03004338,0.08984115,0.4,0.4,0.0,6.0,16.0,6.0,6.0,5.0,6.0,A,A,,Y,N,7.0,1.0,8.0,5.0,1.0,,64.0,0.00050226,,,0.0,1.00814235,1.0,0.02968014,,0.0305,0.4,0.00134999,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,441.0,462.0,413.0,454.0,6.0,6.0,6.0,6.0,154.0,159.0,129.0,137.0,15.0,16.0,15.0,15.0,0.0071991657,0.00677881066,0.006892331781818,0.006176905513636,0.0082276411,0.0086747831,0.010014570186364,0.009081494588636,0.00175,0.001627,0.001635530309091,0.001460378790909,0.002,0.00208,0.002375227272727,0.002147272727273,Observed,4.0,,,,0.0002886751,0.0015,0.002,5000000.0,2.0,1.0,2.0,2.0,2021-10-22,12500000.0,68311315.37,78148999.77,5.0,17.0,14.0,2500000.0,3621596.42,5075322.63,2021-10-22,2934991738.0,3004271827.0,3988450085.0,492542769.0,532122858.0,820869134.0,575.0,577.0,704.0,4274.46,4.65,-233.56,21739.96,0.23501173,5101618.99,9101618.99,17.96,24.19797638237405,0.8561347810339401,2.142133553872938e-10,,
2021-10-29,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.02960293,0.0303506,0.09102613,0.4,0.4,0.0,5.0,16.0,5.0,6.0,5.0,6.0,AA,A,,Y,N,7.0,1.0,8.0,4.0,1.0,,43.0,0.00052451,,,0.0,1.00816481,1.0,0.0301012,,0.03056,0.4,0.0006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,426.0,475.0,406.0,445.0,6.0,6.0,6.0,6.0,156.0,165.0,130.0,135.0,15.0,15.0,15.0,15.0,0.0071748696,0.0069431657,0.006928232409091,0.006215396490909,0.008199874,0.00884083654,0.009927756368182,0.009090575818182,0.00175,0.001677,0.001646893945455,0.001470606063636,0.002,0.002132,0.002358181818182,0.002150681818182,Observed,4.0,,,,0.0002886751,0.0015,0.002,5000000.0,2.0,2.0,2.0,2.0,2021-10-22,12500000.0,50695277.33,76325416.44,5.0,15.0,14.0,2500000.0,3248602.67,5003785.89,2021-10-22,2934991738.0,3004271827.0,3988450085.0,492542769.0,532122858.0,820869134.0,575.0,577.0,704.0,4260.84,4.64,-236.38,21891.86,0.23699334,5089769.04,9089769.04,17.83,24.19797638237405,0.8543901271193942,1.9233807602159203e-10,,
2021-11-01,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.02948901,0.03022784,0.09038456,0.4,0.4,0.0,6.0,16.0,6.0,6.0,5.0,6.0,AA,A,,Y,N,7.0,1.0,8.0,5.0,1.0,,62.0,0.00047685,,,0.0,1.01258444,1.0,0.02995,,0.0305,0.4,0.0006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,430.0,463.0,382.0,424.0,5.0,6.0,6.0,5.0,143.0,161.0,128.0,130.0,15.0,15.0,15.0,15.0,0.0075138203,0.00704172636,0.006975925780952,0.006343630102381,0.0081969105,0.00819624216,0.009921685238095,0.009155960238095,0.0018333333,0.00171166666,0.0016618254,0.001502142859524,0.002,0.001992,0.002360952380952,0.002167380952381,Observed,3.0,,,,0.0002886751,0.0016,0.002,5000000.0,2.0,2.0,2.0,2.0,2021-10-22,12500000.0,46677352.47,78694558.59,5.0,14.0,15.0,2500000.0,3103299.89,5027012.79,2021-10-22,2934991738.0,3004271827.0,3988450085.0,492542769.0,532122858.0,820869134.0,575.0,577.0,704.0,4258.29,4.64,-234.38,21790.42,0.23580466,5096180.87,9096180.87,18.57,24.19797638237405,0.8682334793370766,3.827049233073865e-10,,
2021-11-02,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.02937533,0.03010753,0.08982369,0.4,0.4,0.0,6.0,16.0,6.0,6.0,5.0,6.0,AA,A,,Y,N,7.0,2.0,7.0,4.0,2.0,,65.0,0.00017142,,,0.0,1.0061188,1.0,0.02985,,0.03027258,0.4,0.0006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,471.0,445.0,386.0,426.0,7.0,6.0,6.0,6.0,161.0,155.0,129.0,131.0,15.0,15.0,15.0,15.0,0.0069695602,0.00709163306,0.006975636436364,0.006409106078571,0.011069447,0.00875596438,0.009973856227273,0.009233655335714,0.0017,0.00172666666,0.001663560609091,0.00151880952619,0.0027,0.002132,0.002376363636364,0.002187619047619,Observed,5.0,,,,0.0002738613,0.0015,0.002,5000000.0,2.0,2.0,2.0,2.0,2021-10-22,12500000.0,44778610.67,76803285.49,5.0,13.0,14.0,2500000.0,3069783.23,4954812.43,2021-10-22,2934991738.0,3004271827.0,3988450085.0,492542769.0,532122858.0,820869134.0,575.0,577.0,704.0,4259.09,4.64,-232.81,21707.95,0.23489861,5101788.81,9101788.81,19.11,24.19797638237405,0.8779130683058727,5.888447646151818e-10,,
2021-11-03,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.02906085,0.02977,0.08848132,0.4,0.4,0.0,5.0,16.0,5.0,6.0,5.0,6.0,AA,A,,Y,N,7.0,1.0,8.0,4.0,1.0,,71.0,0.0003675,,,0.0,1.01694915,1.0,0.02935,,0.03012,0.4,0.00095,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,417.0,437.0,392.0,426.0,5.0,6.0,6.0,6.0,147.0,152.0,132.0,131.0,15.0,15.0,15.0,15.0,0.006170205,0.00700552416,0.006936198072727,0.006403550239535,0.0078156247,0.00870189946,0.009868448440909,0.00920067787907,0.0015,0.00170666666,0.00165598485,0.001518372095349,0.0019,0.00212,0.002353636363636,0.002180930232558,Observed,3.0,,,,0.0,0.0015,0.0015,5000000.0,1.0,2.0,2.0,2.0,2021-10-22,12500000.0,44778610.67,76803285.49,5.0,13.0,14.0,2500000.0,3069783.23,4954812.43,2021-10-22,2934991738.0,3004271827.0,3988450085.0,492542769.0,532122858.0,820869134.0,575.0,577.0,704.0,4270.71,4.64,-229.37,21523.59,0.23239568,5115216.99,9115216.99,19.28,24.19797638237405,0.8800948426616153,6.536412244795287e-10,,
2021-11-04,XRX,EOD,Xerox Corp,9HC533,Technology,N.Amer,United States,BB,B,SNRFOR,USD,XR14,Y,ConvSpread,0.01,Y,5Y,0.02867427,0.02935,0.08667991,0.4,0.4,0.0,3.0,16.0,3.0,5.0,5.0,6.0,A,A,,Y,N,7.0,1.0,8.0,2.0,1.0,,60.0,0.00043237,,,0.0,1.00426985,1.0,0.02926,,0.02946,0.4,0.00025,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,389.0,427.0,392.0,425.0,6.0,6.0,6.0,6.0,107.0,143.0,133.0,131.0,15.0,15.0,15.0,15.0,0.006187389,0.00680316882,0.006897825459091,0.006398637484091,0.0071155127,0.00847947378,0.0097316273,0.009153287761364,0.0015,0.00165666666,0.001648409090909,0.001517954547727,0.001725,0.002065,0.002322954545455,0.002170568181818,Observed,4.0,,,,0.0,0.0015,0.0015,5000000.0,1.0,2.0,2.0,2.0,2021-10-29,34200000.0,44221841.68,77191856.91,14.0,13.0,14.0,2442857.14,3036787.12,4951036.92,2021-10-29,2967034806.0,2959045484.0,4074290234.0,498035837.0,540096515.0,839969649.0,585.0,575.0,710.0,4278.06,4.64,-224.61,21256.97,0.22936768,5133230.89,9133230.89,19.15,24.640588600367234,0.870125208464983,4.357083305261966e-10,,
