price,trade_size
7.0,9439
7.12,9398
7.25,9357
7.37,9316
7.49,9274
7.62,9233
7.74,9192
7.86,9151
7.98,9110
8.11,9070
8.23,9029
8.35,8988
8.48,8948
8.6,8907
8.72,8867
8.85,8827
8.97,8787
9.09,8747
9.22,8708
9.34,8668
9.46,8629
9.58,8590
9.71,8551
9.83,8512
9.95,8474
10.08,8436
10.2,8397
10.32,8360
10.45,8322
10.57,8284
10.69,8247
10.82,8210
10.94,8173
11.06,8137
11.18,8100
11.31,8064
11.43,8028
11.55,7992
11.68,7957
11.8,7922
11.92,7887
12.05,7852
12.17,7818
12.29,7783
12.42,7749
12.54,7715
12.66,7682
12.78,7648
12.91,7615
13.03,7582
13.15,7550
13.28,7517
13.4,7485
13.52,7453
13.65,7422
13.77,7390
13.89,7359
14.02,7328
14.14,7297
14.26,7266
14.38,7236
14.51,7206
14.63,7176
14.75,7146
14.88,7117
15.0,7088
