price,trade_size
7.0,8037
7.15,7990
7.3,7943
7.44,7897
7.59,7850
7.74,7804
7.89,7758
8.04,7711
8.19,7665
8.33,7620
8.48,7574
8.63,7529
8.78,7484
8.93,7439
9.07,7394
9.22,7350
9.37,7306
9.52,7262
9.67,7219
9.81,7176
9.96,7133
10.11,7091
10.26,7049
10.41,7008
10.56,6967
10.7,6926
10.85,6886
11.0,6846
11.15,6806
11.3,6767
11.44,6728
11.59,6690
11.74,6652
11.89,6614
12.04,6577
12.19,6540
12.33,6504
12.48,6468
12.63,6432
12.78,6397
12.93,6362
13.07,6328
13.22,6293
13.37,6260
13.52,6226
13.67,6193
13.81,6161
13.96,6128
14.11,6096
14.26,6065
14.41,6033
14.56,6002
14.7,5972
14.85,5941
15.0,5911
