price,trade_size
7.0,8097
7.15,8035
7.3,7974
7.45,7912
7.6,7852
7.75,7792
7.91,7733
8.06,7674
8.21,7616
8.36,7558
8.51,7501
8.66,7445
8.81,7390
8.96,7335
9.11,7281
9.26,7228
9.42,7175
9.57,7124
9.72,7072
9.87,7022
10.02,6972
10.17,6923
10.32,6875
10.47,6828
10.62,6781
10.77,6735
10.92,6689
11.08,6644
11.23,6600
11.38,6556
11.53,6513
11.68,6471
11.83,6429
11.98,6388
12.13,6348
12.28,6308
12.43,6268
12.58,6230
12.74,6191
12.89,6154
13.04,6116
13.19,6080
13.34,6043
13.49,6008
13.64,5972
13.79,5937
13.94,5903
14.09,5869
14.25,5836
14.4,5803
14.55,5770
14.7,5738
14.85,5706
15.0,5674
