price,trade_size
7.0,8047
7.15,8005
7.3,7963
7.44,7921
7.59,7879
7.74,7837
7.89,7795
8.04,7753
8.19,7711
8.33,7670
8.48,7628
8.63,7586
8.78,7545
8.93,7504
9.07,7463
9.22,7422
9.37,7381
9.52,7341
9.67,7300
9.81,7260
9.96,7221
10.11,7181
10.26,7142
10.41,7103
10.56,7064
10.7,7026
10.85,6988
11.0,6950
11.15,6912
11.3,6875
11.44,6838
11.59,6802
11.74,6765
11.89,6729
12.04,6694
12.19,6658
12.33,6623
12.48,6589
12.63,6554
12.78,6520
12.93,6486
13.07,6453
13.22,6420
13.37,6387
13.52,6354
13.67,6322
13.81,6290
13.96,6258
14.11,6227
14.26,6196
14.41,6165
14.56,6135
14.7,6105
14.85,6075
15.0,6045
