price,trade_size
7.0,8045
7.16,8002
7.32,7960
7.48,7917
7.64,7874
7.8,7831
7.96,7789
8.12,7746
8.28,7703
8.44,7661
8.6,7618
8.76,7576
8.92,7533
9.08,7491
9.24,7449
9.4,7407
9.56,7366
9.72,7324
9.88,7283
10.04,7242
10.2,7201
10.36,7161
10.52,7121
10.68,7081
10.84,7041
11.0,7002
11.16,6962
11.32,6924
11.48,6885
11.64,6847
11.8,6809
11.96,6771
12.12,6734
12.28,6697
12.44,6661
12.6,6624
12.76,6588
12.92,6553
13.08,6517
13.24,6482
13.4,6447
13.56,6413
13.72,6379
13.88,6345
14.04,6312
14.2,6279
14.36,6246
14.52,6213
14.68,6181
14.84,6149
15.0,6118
