price,trade_size
7.0,8354
7.14,8312
7.29,8269
7.43,8227
7.57,8184
7.71,8142
7.86,8099
8.0,8057
8.14,8015
8.29,7973
8.43,7931
8.57,7889
8.71,7847
8.86,7805
9.0,7764
9.14,7723
9.29,7682
9.43,7641
9.57,7600
9.71,7560
9.86,7520
10.0,7480
10.14,7440
10.29,7401
10.43,7362
10.57,7323
10.71,7284
10.86,7246
11.0,7208
11.14,7170
11.29,7133
11.43,7096
11.57,7059
11.71,7023
11.86,6986
12.0,6951
12.14,6915
12.29,6880
12.43,6845
12.57,6810
12.71,6776
12.86,6741
13.0,6708
13.14,6674
13.29,6641
13.43,6608
13.57,6576
13.71,6543
13.86,6511
14.0,6480
14.14,6448
14.29,6417
14.43,6386
14.57,6356
14.71,6325
14.86,6295
15.0,6266
