price,trade_size
7.0,8225
7.15,8174
7.31,8122
7.46,8070
7.62,8018
7.77,7967
7.92,7916
8.08,7865
8.23,7814
8.38,7764
8.54,7714
8.69,7664
8.85,7614
9.0,7565
9.15,7517
9.31,7468
9.46,7420
9.62,7373
9.77,7326
9.92,7279
10.08,7233
10.23,7188
10.38,7143
10.54,7098
10.69,7054
10.85,7010
11.0,6966
11.15,6924
11.31,6881
11.46,6839
11.62,6798
11.77,6757
11.92,6716
12.08,6676
12.23,6637
12.38,6598
12.54,6559
12.69,6521
12.85,6483
13.0,6446
13.15,6409
13.31,6372
13.46,6336
13.62,6301
13.77,6266
13.92,6231
14.08,6196
14.23,6162
14.38,6129
14.54,6095
14.69,6063
14.85,6030
15.0,5998
