price,trade_size
7.0,10459
7.11,10414
7.22,10369
7.32,10324
7.43,10279
7.54,10234
7.65,10190
7.76,10145
7.86,10101
7.97,10056
8.08,10012
8.19,9968
8.3,9925
8.41,9881
8.51,9838
8.62,9794
8.73,9751
8.84,9709
8.95,9666
9.05,9624
9.16,9581
9.27,9539
9.38,9498
9.49,9456
9.59,9415
9.7,9374
9.81,9333
9.92,9292
10.03,9252
10.14,9212
10.24,9172
10.35,9132
10.46,9093
10.57,9054
10.68,9015
10.78,8976
10.89,8938
11.0,8900
11.11,8862
11.22,8824
11.32,8787
11.43,8749
11.54,8712
11.65,8676
11.76,8639
11.86,8603
11.97,8567
12.08,8531
12.19,8496
12.3,8461
12.41,8426
12.51,8391
12.62,8356
12.73,8322
12.84,8288
12.95,8254
13.05,8221
13.16,8187
13.27,8154
13.38,8122
13.49,8089
13.59,8056
13.7,8024
13.81,7992
13.92,7961
14.03,7929
14.14,7898
14.24,7867
14.35,7836
14.46,7805
14.57,7775
14.68,7745
14.78,7714
14.89,7685
15.0,7655
