price,trade_size
7.0,8108
7.15,8048
7.3,7988
7.45,7929
7.6,7871
7.75,7812
7.91,7755
8.06,7698
8.21,7641
8.36,7585
8.51,7530
8.66,7475
8.81,7421
8.96,7367
9.11,7314
9.26,7262
9.42,7210
9.57,7159
9.72,7109
9.87,7059
10.02,7010
10.17,6962
10.32,6914
10.47,6867
10.62,6821
10.77,6775
10.92,6730
11.08,6686
11.23,6642
11.38,6599
11.53,6556
11.68,6514
11.83,6473
11.98,6432
12.13,6392
12.28,6352
12.43,6313
12.58,6274
12.74,6236
12.89,6198
13.04,6161
13.19,6125
13.34,6088
13.49,6053
13.64,6018
13.79,5983
13.94,5948
14.09,5915
14.25,5881
14.4,5848
14.55,5816
14.7,5783
14.85,5751
15.0,5720
