price,trade_size
7.0,8081
7.16,8032
7.31,7982
7.47,7932
7.63,7883
7.78,7833
7.94,7784
8.1,7735
8.25,7686
8.41,7637
8.57,7589
8.73,7541
8.88,7493
9.04,7445
9.2,7398
9.35,7351
9.51,7305
9.67,7258
9.82,7213
9.98,7167
10.14,7123
10.29,7078
10.45,7034
10.61,6990
10.76,6947
10.92,6904
11.08,6862
11.24,6820
11.39,6779
11.55,6738
11.71,6697
11.86,6657
12.02,6617
12.18,6578
12.33,6539
12.49,6501
12.65,6463
12.8,6426
12.96,6388
13.12,6352
13.27,6316
13.43,6280
13.59,6244
13.75,6209
13.9,6175
14.06,6140
14.22,6107
14.37,6073
14.53,6040
14.69,6007
14.84,5975
15.0,5943
