price,trade_size
7.0,7474
7.17,7430
7.34,7385
7.51,7340
7.68,7295
7.85,7250
8.02,7205
8.19,7160
8.36,7116
8.53,7071
8.7,7026
8.87,6982
9.04,6938
9.21,6893
9.38,6850
9.55,6806
9.72,6763
9.89,6720
10.06,6677
10.23,6635
10.4,6593
10.57,6551
10.74,6510
10.91,6469
11.09,6429
11.26,6389
11.43,6349
11.6,6310
11.77,6271
11.94,6232
12.11,6194
12.28,6156
12.45,6119
12.62,6082
12.79,6045
12.96,6009
13.13,5974
13.3,5938
13.47,5903
13.64,5869
13.81,5835
13.98,5801
14.15,5768
14.32,5735
14.49,5702
14.66,5670
14.83,5638
15.0,5606
