price,trade_size
7.0,11560
7.09,11517
7.17,11475
7.26,11434
7.35,11392
7.43,11350
7.52,11308
7.61,11267
7.7,11226
7.78,11184
7.87,11143
7.96,11102
8.04,11061
8.13,11021
8.22,10980
8.3,10940
8.39,10900
8.48,10859
8.57,10819
8.65,10780
8.74,10740
8.83,10701
8.91,10661
9.0,10622
9.09,10583
9.17,10544
9.26,10506
9.35,10467
9.43,10429
9.52,10391
9.61,10353
9.7,10315
9.78,10278
9.87,10240
9.96,10203
10.04,10166
10.13,10129
10.22,10093
10.3,10056
10.39,10020
10.48,9984
10.57,9948
10.65,9912
10.74,9877
10.83,9842
10.91,9806
11.0,9771
11.09,9737
11.17,9702
11.26,9668
11.35,9633
11.43,9599
11.52,9566
11.61,9532
11.7,9498
11.78,9465
11.87,9432
11.96,9399
12.04,9366
12.13,9334
12.22,9301
12.3,9269
12.39,9237
12.48,9205
12.57,9174
12.65,9142
12.74,9111
12.83,9080
12.91,9049
13.0,9018
13.09,8987
13.17,8957
13.26,8927
13.35,8896
13.43,8866
13.52,8837
13.61,8807
13.7,8778
13.78,8748
13.87,8719
13.96,8690
14.04,8662
14.13,8633
14.22,8604
14.3,8576
14.39,8548
14.48,8520
14.57,8492
14.65,8464
14.74,8437
14.83,8410
14.91,8382
15.0,8355
