price,trade_size
7.0,8257
7.15,8207
7.29,8158
7.44,8108
7.58,8059
7.73,8010
7.87,7961
8.02,7912
8.16,7863
8.31,7815
8.45,7767
8.6,7720
8.75,7672
8.89,7625
9.04,7578
9.18,7532
9.33,7486
9.47,7441
9.62,7395
9.76,7351
9.91,7306
10.05,7262
10.2,7219
10.35,7176
10.49,7133
10.64,7091
10.78,7049
10.93,7007
11.07,6966
11.22,6926
11.36,6886
11.51,6846
11.65,6807
11.8,6768
11.95,6729
12.09,6691
12.24,6654
12.38,6617
12.53,6580
12.67,6543
12.82,6507
12.96,6472
13.11,6437
13.25,6402
13.4,6367
13.55,6333
13.69,6300
13.84,6266
13.98,6233
14.13,6201
14.27,6169
14.42,6137
14.56,6105
14.71,6074
14.85,6043
15.0,6013
