price,trade_size
7.0,8980
7.13,8940
7.26,8899
7.39,8859
7.52,8818
7.66,8778
7.79,8737
7.92,8697
8.05,8657
8.18,8616
8.31,8576
8.44,8536
8.57,8496
8.7,8456
8.84,8417
8.97,8377
9.1,8338
9.23,8298
9.36,8259
9.49,8220
9.62,8181
9.75,8143
9.89,8104
10.02,8066
10.15,8028
10.28,7990
10.41,7953
10.54,7915
10.67,7878
10.8,7841
10.93,7804
11.07,7768
11.2,7732
11.33,7696
11.46,7660
11.59,7624
11.72,7589
11.85,7554
11.98,7519
12.11,7484
12.25,7450
12.38,7416
12.51,7382
12.64,7349
12.77,7315
12.9,7282
13.03,7249
13.16,7217
13.3,7184
13.43,7152
13.56,7120
13.69,7088
13.82,7057
13.95,7026
14.08,6995
14.21,6964
14.34,6934
14.48,6903
14.61,6873
14.74,6844
14.87,6814
15.0,6785
