price,trade_size
7.0,7944
7.16,7902
7.33,7859
7.49,7816
7.65,7773
7.82,7730
7.98,7687
8.14,7645
8.31,7602
8.47,7559
8.63,7516
8.8,7474
8.96,7431
9.12,7389
9.29,7346
9.45,7304
9.61,7263
9.78,7221
9.94,7180
10.1,7139
10.27,7098
10.43,7057
10.59,7017
10.76,6976
10.92,6937
11.08,6897
11.24,6858
11.41,6819
11.57,6780
11.73,6742
11.9,6704
12.06,6667
12.22,6629
12.39,6592
12.55,6556
12.71,6519
12.88,6483
13.04,6448
13.2,6412
13.37,6377
13.53,6343
13.69,6308
13.86,6274
14.02,6241
14.18,6207
14.35,6174
14.51,6141
14.67,6109
14.84,6077
15.0,6045
