price,trade_size
7.0,8039
7.16,7996
7.33,7952
7.49,7909
7.65,7865
7.82,7822
7.98,7778
8.14,7735
8.31,7691
8.47,7648
8.63,7604
8.8,7561
8.96,7518
9.12,7475
9.29,7432
9.45,7390
9.61,7347
9.78,7305
9.94,7263
10.1,7221
10.27,7180
10.43,7139
10.59,7098
10.76,7057
10.92,7017
11.08,6977
11.24,6937
11.41,6898
11.57,6859
11.73,6820
11.9,6781
12.06,6743
12.22,6706
12.39,6668
12.55,6631
12.71,6594
12.88,6558
13.04,6521
13.2,6486
13.37,6450
13.53,6415
13.69,6380
13.86,6346
14.02,6312
14.18,6278
14.35,6244
14.51,6211
14.67,6179
14.84,6146
15.0,6114
