price,trade_size
7.0,8652
7.15,8587
7.3,8522
7.44,8458
7.59,8395
7.74,8332
7.89,8270
8.04,8208
8.19,8148
8.33,8087
8.48,8028
8.63,7969
8.78,7911
8.93,7854
9.07,7797
9.22,7741
9.37,7686
9.52,7631
9.67,7578
9.81,7525
9.96,7472
10.11,7421
10.26,7370
10.41,7320
10.56,7270
10.7,7221
10.85,7173
11.0,7126
11.15,7079
11.3,7033
11.44,6988
11.59,6943
11.74,6898
11.89,6855
12.04,6812
12.19,6769
12.33,6728
12.48,6686
12.63,6645
12.78,6605
12.93,6566
13.07,6526
13.22,6488
13.37,6450
13.52,6412
13.67,6375
13.81,6338
13.96,6302
14.11,6266
14.26,6231
14.41,6196
14.56,6161
14.7,6127
14.85,6093
15.0,6060
