price,trade_size
7.0,10931
7.09,10891
7.18,10851
7.27,10811
7.36,10771
7.45,10731
7.54,10691
7.63,10651
7.72,10611
7.81,10572
7.9,10533
7.99,10493
8.08,10454
8.17,10415
8.26,10376
8.35,10338
8.44,10299
8.53,10261
8.62,10222
8.71,10184
8.8,10146
8.89,10108
8.98,10071
9.07,10033
9.16,9996
9.25,9959
9.34,9922
9.43,9885
9.52,9848
9.61,9812
9.7,9775
9.79,9739
9.88,9703
9.97,9668
10.06,9632
10.15,9597
10.24,9561
10.33,9526
10.42,9492
10.51,9457
10.6,9422
10.69,9388
10.78,9354
10.87,9320
10.96,9286
11.04,9253
11.13,9219
11.22,9186
11.31,9153
11.4,9120
11.49,9088
11.58,9055
11.67,9023
11.76,8991
11.85,8959
11.94,8927
12.03,8896
12.12,8864
12.21,8833
12.3,8802
12.39,8771
12.48,8740
12.57,8710
12.66,8680
12.75,8650
12.84,8620
12.93,8590
13.02,8560
13.11,8531
13.2,8502
13.29,8472
13.38,8444
13.47,8415
13.56,8386
13.65,8358
13.74,8330
13.83,8301
13.92,8274
14.01,8246
14.1,8218
14.19,8191
14.28,8163
14.37,8136
14.46,8109
14.55,8083
14.64,8056
14.73,8029
14.82,8003
14.91,7977
15.0,7951
