price,trade_size
7.0,11186
7.09,11144
7.18,11102
7.27,11060
7.36,11018
7.45,10976
7.55,10935
7.64,10893
7.73,10852
7.82,10811
7.91,10770
8.0,10729
8.09,10688
8.18,10648
8.27,10607
8.36,10567
8.45,10527
8.55,10487
8.64,10447
8.73,10407
8.82,10367
8.91,10328
9.0,10289
9.09,10250
9.18,10211
9.27,10172
9.36,10134
9.45,10096
9.55,10057
9.64,10020
9.73,9982
9.82,9944
9.91,9907
10.0,9870
10.09,9833
10.18,9796
10.27,9759
10.36,9723
10.45,9687
10.55,9651
10.64,9615
10.73,9579
10.82,9544
10.91,9509
11.0,9473
11.09,9439
11.18,9404
11.27,9369
11.36,9335
11.45,9301
11.55,9267
11.64,9234
11.73,9200
11.82,9167
11.91,9134
12.0,9101
12.09,9068
12.18,9035
12.27,9003
12.36,8971
12.45,8939
12.55,8907
12.64,8876
12.73,8844
12.82,8813
12.91,8782
13.0,8751
13.09,8720
13.18,8690
13.27,8659
13.36,8629
13.45,8599
13.55,8570
13.64,8540
13.73,8510
13.82,8481
13.91,8452
14.0,8423
14.09,8394
14.18,8366
14.27,8337
14.36,8309
14.45,8281
14.55,8253
14.64,8225
14.73,8198
14.82,8170
14.91,8143
15.0,8116
