price,trade_size
7.0,7952
7.16,7910
7.33,7867
7.49,7824
7.65,7781
7.82,7738
7.98,7695
8.14,7652
8.31,7609
8.47,7566
8.63,7524
8.8,7481
8.96,7438
9.12,7396
9.29,7354
9.45,7312
9.61,7270
9.78,7228
9.94,7187
10.1,7146
10.27,7105
10.43,7064
10.59,7024
10.76,6983
10.92,6944
11.08,6904
11.24,6865
11.41,6826
11.57,6787
11.73,6749
11.9,6711
12.06,6673
12.22,6636
12.39,6599
12.55,6562
12.71,6526
12.88,6490
13.04,6454
13.2,6419
13.37,6383
13.53,6349
13.69,6314
13.86,6280
14.02,6247
14.18,6213
14.35,6180
14.51,6147
14.67,6115
14.84,6083
15.0,6051
