price,trade_size
7.0,7401
7.18,7351
7.36,7300
7.53,7249
7.71,7198
7.89,7148
8.07,7097
8.24,7047
8.42,6996
8.6,6946
8.78,6897
8.96,6847
9.13,6798
9.31,6750
9.49,6701
9.67,6654
9.84,6606
10.02,6559
10.2,6513
10.38,6467
10.56,6422
10.73,6377
10.91,6332
11.09,6288
11.27,6245
11.44,6202
11.62,6160
11.8,6118
11.98,6077
12.16,6036
12.33,5996
12.51,5956
12.69,5917
12.87,5878
13.04,5840
13.22,5802
13.4,5765
13.58,5728
13.76,5692
13.93,5657
14.11,5621
14.29,5587
14.47,5552
14.64,5518
14.82,5485
15.0,5452
