price,trade_size
7.0,10618
7.1,10573
7.21,10529
7.31,10485
7.42,10441
7.52,10397
7.62,10353
7.73,10309
7.83,10266
7.94,10222
8.04,10179
8.14,10136
8.25,10093
8.35,10050
8.45,10008
8.56,9965
8.66,9923
8.77,9881
8.87,9839
8.97,9797
9.08,9756
9.18,9715
9.29,9674
9.39,9633
9.49,9592
9.6,9552
9.7,9511
9.81,9471
9.91,9432
10.01,9392
10.12,9353
10.22,9314
10.32,9275
10.43,9236
10.53,9198
10.64,9160
10.74,9122
10.84,9084
10.95,9046
11.05,9009
11.16,8972
11.26,8935
11.36,8899
11.47,8862
11.57,8826
11.68,8791
11.78,8755
11.88,8719
11.99,8684
12.09,8649
12.19,8615
12.3,8580
12.4,8546
12.51,8512
12.61,8478
12.71,8445
12.82,8411
12.92,8378
13.03,8345
13.13,8312
13.23,8280
13.34,8248
13.44,8216
13.55,8184
13.65,8152
13.75,8121
13.86,8090
13.96,8059
14.06,8028
14.17,7997
14.27,7967
14.38,7937
14.48,7907
14.58,7877
14.69,7847
14.79,7818
14.9,7789
15.0,7760
