price,trade_size
7.0,7676
7.17,7625
7.33,7573
7.5,7521
7.67,7469
7.83,7418
8.0,7366
8.17,7315
8.33,7264
8.5,7214
8.67,7163
8.83,7114
9.0,7064
9.17,7015
9.33,6966
9.5,6918
9.67,6870
9.83,6823
10.0,6776
10.17,6730
10.33,6684
10.5,6639
10.67,6594
10.83,6549
11.0,6506
11.17,6462
11.33,6420
11.5,6377
11.67,6336
11.83,6295
12.0,6254
12.17,6214
12.33,6174
12.5,6135
12.67,6096
12.83,6058
13.0,6021
13.17,5984
13.33,5947
13.5,5911
13.67,5875
13.83,5840
14.0,5805
14.17,5770
14.33,5736
14.5,5703
14.67,5670
14.83,5637
15.0,5605
