price,trade_size
7.0,8922
7.14,8877
7.29,8833
7.43,8789
7.57,8745
7.71,8700
7.86,8656
8.0,8612
8.14,8568
8.29,8524
8.43,8480
8.57,8437
8.71,8393
8.86,8350
9.0,8307
9.14,8263
9.29,8221
9.43,8178
9.57,8136
9.71,8093
9.86,8051
10.0,8010
10.14,7968
10.29,7927
10.43,7886
10.57,7845
10.71,7805
10.86,7765
11.0,7725
11.14,7685
11.29,7646
11.43,7607
11.57,7568
11.71,7530
11.86,7492
12.0,7454
12.14,7416
12.29,7379
12.43,7342
12.57,7305
12.71,7269
12.86,7233
13.0,7197
13.14,7161
13.29,7126
13.43,7091
13.57,7057
13.71,7022
13.86,6988
14.0,6954
14.14,6921
14.29,6888
14.43,6855
14.57,6822
14.71,6790
14.86,6758
15.0,6726
