price,trade_size
7.0,7661
7.18,7612
7.36,7562
7.53,7512
7.71,7463
7.89,7413
8.07,7364
8.24,7314
8.42,7265
8.6,7216
8.78,7167
8.96,7118
9.13,7070
9.31,7022
9.49,6974
9.67,6927
9.84,6880
10.02,6833
10.2,6787
10.38,6741
10.56,6696
10.73,6651
10.91,6607
11.09,6563
11.27,6519
11.44,6476
11.62,6433
11.8,6391
11.98,6350
12.16,6308
12.33,6268
12.51,6227
12.69,6188
12.87,6148
13.04,6110
13.22,6071
13.4,6033
13.58,5996
13.76,5959
13.93,5922
14.11,5886
14.29,5851
14.47,5815
14.64,5781
14.82,5746
15.0,5712
