price,trade_size
7.0,8023
7.15,7962
7.31,7902
7.46,7843
7.62,7784
7.77,7725
7.92,7667
8.08,7609
8.23,7552
8.38,7496
8.54,7440
8.69,7385
8.85,7330
9.0,7276
9.15,7223
9.31,7170
9.46,7119
9.62,7067
9.77,7017
9.92,6967
10.08,6918
10.23,6869
10.38,6822
10.54,6775
10.69,6728
10.85,6682
11.0,6637
11.15,6593
11.31,6549
11.46,6506
11.62,6463
11.77,6421
11.92,6379
12.08,6339
12.23,6298
12.38,6259
12.54,6220
12.69,6181
12.85,6143
13.0,6105
13.15,6068
13.31,6032
13.46,5996
13.62,5960
13.77,5925
13.92,5890
14.08,5856
14.23,5823
14.38,5789
14.54,5756
14.69,5724
14.85,5692
15.0,5660
