price,trade_size
7.0,8092
7.16,8031
7.31,7971
7.47,7911
7.63,7851
7.78,7792
7.94,7733
8.1,7675
8.25,7617
8.41,7560
8.57,7504
8.73,7448
8.88,7393
9.04,7338
9.2,7284
9.35,7231
9.51,7178
9.67,7127
9.82,7075
9.98,7025
10.14,6975
10.29,6926
10.45,6877
10.61,6830
10.76,6782
10.92,6736
11.08,6690
11.24,6645
11.39,6601
11.55,6557
11.71,6513
11.86,6471
12.02,6429
12.18,6387
12.33,6346
12.49,6306
12.65,6266
12.8,6227
12.96,6188
13.12,6150
13.27,6113
13.43,6075
13.59,6039
13.75,6003
13.9,5967
14.06,5932
14.22,5897
14.37,5863
14.53,5829
14.69,5796
14.84,5763
15.0,5730
