price,trade_size
7.0,10847
7.1,10801
7.21,10756
7.31,10710
7.42,10665
7.52,10620
7.62,10574
7.73,10529
7.83,10485
7.94,10440
8.04,10396
8.14,10351
8.25,10307
8.35,10263
8.45,10219
8.56,10176
8.66,10132
8.77,10089
8.87,10046
8.97,10003
9.08,9960
9.18,9918
9.29,9876
9.39,9834
9.49,9792
9.6,9751
9.7,9709
9.81,9668
9.91,9627
10.01,9587
10.12,9546
10.22,9506
10.32,9466
10.43,9427
10.53,9387
10.64,9348
10.74,9309
10.84,9270
10.95,9232
11.05,9193
11.16,9155
11.26,9118
11.36,9080
11.47,9043
11.57,9006
11.68,8969
11.78,8932
11.88,8896
11.99,8860
12.09,8824
12.19,8788
12.3,8753
12.4,8718
12.51,8683
12.61,8648
12.71,8614
12.82,8579
12.92,8545
13.03,8511
13.13,8478
13.23,8444
13.34,8411
13.44,8378
13.55,8346
13.65,8313
13.75,8281
13.86,8249
13.96,8217
14.06,8186
14.17,8154
14.27,8123
14.38,8092
14.48,8061
14.58,8031
14.69,8000
14.79,7970
14.9,7940
15.0,7910
