price,trade_size
7.0,7328
7.17,7278
7.35,7227
7.52,7177
7.7,7127
7.87,7077
8.04,7027
8.22,6977
8.39,6927
8.57,6878
8.74,6829
8.91,6780
9.09,6732
9.26,6684
9.43,6636
9.61,6589
9.78,6542
9.96,6496
10.13,6450
10.3,6405
10.48,6360
10.65,6316
10.83,6272
11.0,6229
11.17,6186
11.35,6144
11.52,6102
11.7,6061
11.87,6020
12.04,5980
12.22,5941
12.39,5902
12.57,5863
12.74,5825
12.91,5788
13.09,5751
13.26,5714
13.43,5678
13.61,5642
13.78,5607
13.96,5573
14.13,5538
14.3,5505
14.48,5471
14.65,5439
14.83,5406
15.0,5374
