price,trade_size
7.0,9128
7.14,9084
7.28,9040
7.41,8996
7.55,8951
7.69,8907
7.83,8863
7.97,8820
8.1,8776
8.24,8732
8.38,8688
8.52,8645
8.66,8602
8.79,8559
8.93,8516
9.07,8473
9.21,8430
9.34,8388
9.48,8345
9.62,8303
9.76,8262
9.9,8220
10.03,8179
10.17,8138
10.31,8097
10.45,8056
10.59,8016
10.72,7976
10.86,7936
11.0,7896
11.14,7857
11.28,7818
11.41,7779
11.55,7741
11.69,7703
11.83,7665
11.97,7627
12.1,7590
12.24,7553
12.38,7516
12.52,7480
12.66,7443
12.79,7407
12.93,7372
13.07,7336
13.21,7301
13.34,7267
13.48,7232
13.62,7198
13.76,7164
13.9,7130
14.03,7097
14.17,7064
14.31,7031
14.45,6998
14.59,6966
14.72,6934
14.86,6902
15.0,6871
