price,trade_size
7.0,7368
7.17,7317
7.35,7267
7.52,7216
7.7,7166
7.87,7115
8.04,7065
8.22,7015
8.39,6965
8.57,6915
8.74,6866
8.91,6817
9.09,6768
9.26,6720
9.43,6672
9.61,6625
9.78,6578
9.96,6531
10.13,6485
10.3,6440
10.48,6395
10.65,6350
10.83,6306
11.0,6263
11.17,6220
11.35,6178
11.52,6136
11.7,6094
11.87,6053
12.04,6013
12.22,5973
12.39,5934
12.57,5895
12.74,5857
12.91,5819
13.09,5782
13.26,5745
13.43,5709
13.61,5673
13.78,5638
13.96,5603
14.13,5569
14.3,5535
14.48,5501
14.65,5468
14.83,5436
15.0,5404
