price,trade_size
7.0,8409
7.16,8342
7.31,8276
7.47,8210
7.63,8145
7.78,8081
7.94,8017
8.1,7954
8.25,7891
8.41,7830
8.57,7769
8.73,7709
8.88,7649
9.04,7591
9.2,7533
9.35,7476
9.51,7420
9.67,7365
9.82,7310
9.98,7256
10.14,7203
10.29,7151
10.45,7100
10.61,7049
10.76,6999
10.92,6950
11.08,6901
11.24,6854
11.39,6807
11.55,6760
11.71,6715
11.86,6670
12.02,6626
12.18,6582
12.33,6539
12.49,6497
12.65,6455
12.8,6414
12.96,6373
13.12,6333
13.27,6293
13.43,6254
13.59,6216
13.75,6178
13.9,6141
14.06,6104
14.22,6067
14.37,6032
14.53,5996
14.69,5961
14.84,5926
15.0,5892
