price,trade_size
7.0,8489
7.15,8428
7.3,8368
7.44,8309
7.59,8249
7.74,8191
7.89,8132
8.04,8074
8.19,8017
8.33,7960
8.48,7904
8.63,7848
8.78,7793
8.93,7739
9.07,7685
9.22,7632
9.37,7579
9.52,7527
9.67,7476
9.81,7425
9.96,7375
10.11,7326
10.26,7277
10.41,7229
10.56,7182
10.7,7135
10.85,7088
11.0,7043
11.15,6997
11.3,6953
11.44,6909
11.59,6866
11.74,6823
11.89,6781
12.04,6739
12.19,6698
12.33,6657
12.48,6617
12.63,6578
12.78,6539
12.93,6500
13.07,6462
13.22,6424
13.37,6387
13.52,6351
13.67,6314
13.81,6279
13.96,6243
14.11,6209
14.26,6174
14.41,6140
14.56,6106
14.7,6073
14.85,6040
15.0,6008
