price,trade_size
7.0,9341
7.12,9301
7.25,9260
7.37,9219
7.49,9179
7.62,9138
7.74,9098
7.86,9057
7.98,9017
8.11,8977
8.23,8937
8.35,8897
8.48,8857
8.6,8817
8.72,8777
8.85,8738
8.97,8698
9.09,8659
9.22,8620
9.34,8581
9.46,8542
9.58,8503
9.71,8465
9.83,8427
9.95,8389
10.08,8351
10.2,8313
10.32,8276
10.45,8239
10.57,8202
10.69,8165
10.82,8128
10.94,8092
11.06,8056
11.18,8020
11.31,7984
11.43,7949
11.55,7913
11.68,7878
11.8,7844
11.92,7809
12.05,7775
12.17,7741
12.29,7707
12.42,7673
12.54,7640
12.66,7607
12.78,7574
12.91,7541
13.03,7509
13.15,7476
13.28,7444
13.4,7412
13.52,7381
13.65,7350
13.77,7319
13.89,7288
14.02,7257
14.14,7227
14.26,7196
14.38,7166
14.51,7137
14.63,7107
14.75,7078
14.88,7049
15.0,7020
