price,trade_size
7.0,7485
7.18,7434
7.36,7383
7.53,7331
7.71,7280
7.89,7228
8.07,7177
8.24,7126
8.42,7075
8.6,7025
8.78,6974
8.96,6925
9.13,6875
9.31,6826
9.49,6777
9.67,6729
9.84,6681
10.02,6633
10.2,6586
10.38,6540
10.56,6494
10.73,6448
10.91,6404
11.09,6359
11.27,6315
11.44,6272
11.62,6229
11.8,6187
11.98,6145
12.16,6104
12.33,6063
12.51,6023
12.69,5983
12.87,5944
13.04,5906
13.22,5868
13.4,5830
13.58,5793
13.76,5756
13.93,5720
14.11,5685
14.29,5649
14.47,5615
14.64,5580
14.82,5547
15.0,5513
