price,trade_size
7.0,7783
7.16,7732
7.33,7680
7.49,7629
7.65,7577
7.82,7526
7.98,7475
8.14,7424
8.31,7373
8.47,7323
8.63,7273
8.8,7223
8.96,7174
9.12,7125
9.29,7077
9.45,7029
9.61,6981
9.78,6934
9.94,6887
10.1,6841
10.27,6795
10.43,6750
10.59,6705
10.76,6661
10.92,6617
11.08,6574
11.24,6531
11.41,6489
11.57,6447
11.73,6406
11.9,6366
12.06,6325
12.22,6286
12.39,6247
12.55,6208
12.71,6170
12.88,6132
13.04,6095
13.2,6058
13.37,6021
13.53,5986
13.69,5950
13.86,5915
14.02,5881
14.18,5846
14.35,5813
14.51,5779
14.67,5746
14.84,5714
15.0,5682
