price,trade_size
7.0,7854
7.16,7803
7.32,7752
7.48,7701
7.64,7650
7.8,7599
7.96,7548
8.12,7498
8.28,7448
8.44,7398
8.6,7348
8.76,7299
8.92,7250
9.08,7202
9.24,7154
9.4,7106
9.56,7059
9.72,7012
9.88,6966
10.04,6920
10.2,6875
10.36,6830
10.52,6785
10.68,6741
10.84,6698
11.0,6655
11.16,6612
11.32,6570
11.48,6529
11.64,6488
11.8,6447
11.96,6407
12.12,6368
12.28,6329
12.44,6290
12.6,6252
12.76,6214
12.92,6177
13.08,6140
13.24,6104
13.4,6068
13.56,6033
13.72,5998
13.88,5963
14.04,5929
14.2,5895
14.36,5862
14.52,5829
14.68,5796
14.84,5764
15.0,5733
