price,trade_size
7.0,8966
7.15,8921
7.29,8876
7.44,8830
7.58,8785
7.73,8739
7.87,8694
8.02,8649
8.16,8604
8.31,8559
8.45,8514
8.6,8469
8.75,8425
8.89,8380
9.04,8336
9.18,8292
9.33,8248
9.47,8205
9.62,8161
9.76,8118
9.91,8075
10.05,8033
10.2,7990
10.35,7948
10.49,7906
10.64,7865
10.78,7823
10.93,7782
11.07,7742
11.22,7701
11.36,7661
11.51,7621
11.65,7582
11.8,7543
11.95,7504
12.09,7465
12.24,7427
12.38,7389
12.53,7351
12.67,7314
12.82,7277
12.96,7240
13.11,7204
13.25,7167
13.4,7132
13.55,7096
13.69,7061
13.84,7026
13.98,6991
14.13,6957
14.27,6923
14.42,6889
14.56,6856
14.71,6823
14.85,6790
15.0,6757
