price,trade_size
7.0,7143
7.17,7101
7.35,7059
7.52,7016
7.7,6974
7.87,6931
8.04,6889
8.22,6846
8.39,6803
8.57,6761
8.74,6718
8.91,6676
9.09,6633
9.26,6591
9.43,6549
9.61,6508
9.78,6466
9.96,6425
10.13,6384
10.3,6344
10.48,6304
10.65,6264
10.83,6224
11.0,6185
11.17,6146
11.35,6107
11.52,6069
11.7,6031
11.87,5994
12.04,5957
12.22,5920
12.39,5884
12.57,5848
12.74,5813
12.91,5777
13.09,5743
13.26,5708
13.43,5674
13.61,5641
13.78,5608
13.96,5575
14.13,5543
14.3,5510
14.48,5479
14.65,5448
14.83,5417
15.0,5386
