price,trade_size
7.0,10776
7.1,10732
7.21,10687
7.31,10643
7.41,10598
7.51,10554
7.62,10510
7.72,10466
7.82,10422
7.92,10378
8.03,10335
8.13,10291
8.23,10248
8.33,10205
8.44,10162
8.54,10119
8.64,10077
8.74,10034
8.85,9992
8.95,9950
9.05,9908
9.15,9867
9.26,9825
9.36,9784
9.46,9743
9.56,9703
9.67,9662
9.77,9622
9.87,9582
9.97,9542
10.08,9502
10.18,9463
10.28,9424
10.38,9385
10.49,9346
10.59,9307
10.69,9269
10.79,9231
10.9,9193
11.0,9156
11.1,9118
11.21,9081
11.31,9044
11.41,9008
11.51,8971
11.62,8935
11.72,8899
11.82,8863
11.92,8828
12.03,8793
12.13,8758
12.23,8723
12.33,8688
12.44,8654
12.54,8620
12.64,8586
12.74,8552
12.85,8519
12.95,8485
13.05,8452
13.15,8419
13.26,8387
13.36,8354
13.46,8322
13.56,8290
13.67,8259
13.77,8227
13.87,8196
13.97,8164
14.08,8134
14.18,8103
14.28,8072
14.38,8042
14.49,8012
14.59,7982
14.69,7952
14.79,7923
14.9,7893
15.0,7864
