price,trade_size
7.0,11643
7.09,11601
7.17,11558
7.26,11516
7.35,11474
7.43,11431
7.52,11389
7.61,11348
7.7,11306
7.78,11264
7.87,11223
7.96,11181
8.04,11140
8.13,11099
8.22,11058
8.3,11017
8.39,10977
8.48,10936
8.57,10896
8.65,10856
8.74,10816
8.83,10776
8.91,10736
9.0,10697
9.09,10657
9.17,10618
9.26,10579
9.35,10540
9.43,10502
9.52,10463
9.61,10425
9.7,10387
9.78,10349
9.87,10311
9.96,10274
10.04,10236
10.13,10199
10.22,10162
10.3,10125
10.39,10089
10.48,10052
10.57,10016
10.65,9980
10.74,9944
10.83,9909
10.91,9873
11.0,9838
11.09,9803
11.17,9768
11.26,9733
11.35,9699
11.43,9664
11.52,9630
11.61,9596
11.7,9562
11.78,9529
11.87,9495
11.96,9462
12.04,9429
12.13,9396
12.22,9363
12.3,9331
12.39,9298
12.48,9266
12.57,9234
12.65,9203
12.74,9171
12.83,9140
12.91,9108
13.0,9077
13.09,9046
13.17,9016
13.26,8985
13.35,8955
13.43,8924
13.52,8894
13.61,8864
13.7,8835
13.78,8805
13.87,8776
13.96,8747
14.04,8717
14.13,8689
14.22,8660
14.3,8631
14.39,8603
14.48,8575
14.57,8546
14.65,8519
14.74,8491
14.83,8463
14.91,8436
15.0,8408
