price,trade_size
7.0,7894
7.16,7842
7.32,7791
7.48,7739
7.64,7688
7.8,7637
7.96,7586
8.12,7536
8.28,7485
8.44,7435
8.6,7385
8.76,7336
8.92,7287
9.08,7238
9.24,7190
9.4,7142
9.56,7095
9.72,7048
9.88,7001
10.04,6955
10.2,6909
10.36,6864
10.52,6819
10.68,6775
10.84,6732
11.0,6688
11.16,6646
11.32,6603
11.48,6562
11.64,6521
11.8,6480
11.96,6440
12.12,6400
12.28,6360
12.44,6322
12.6,6283
12.76,6245
12.92,6208
13.08,6171
13.24,6135
13.4,6099
13.56,6063
13.72,6028
13.88,5993
14.04,5959
14.2,5925
14.36,5891
14.52,5858
14.68,5825
14.84,5793
15.0,5761
