price,trade_size
7.0,8155
7.15,8104
7.3,8053
7.45,8003
7.6,7952
7.75,7902
7.91,7852
8.06,7802
8.21,7753
8.36,7703
8.51,7654
8.66,7605
8.81,7557
8.96,7509
9.11,7461
9.26,7414
9.42,7367
9.57,7321
9.72,7275
9.87,7229
10.02,7184
10.17,7139
10.32,7095
10.47,7051
10.62,7008
10.77,6965
10.92,6923
11.08,6881
11.23,6839
11.38,6798
11.53,6757
11.68,6717
11.83,6677
11.98,6638
12.13,6599
12.28,6561
12.43,6523
12.58,6485
12.74,6448
12.89,6412
13.04,6375
13.19,6340
13.34,6304
13.49,6269
13.64,6235
13.79,6200
13.94,6167
14.09,6133
14.25,6100
14.4,6067
14.55,6035
14.7,6003
14.85,5972
15.0,5940
