price,trade_size
7.0,10754
7.1,10709
7.21,10664
7.31,10619
7.42,10574
7.52,10529
7.62,10485
7.73,10440
7.83,10396
7.94,10352
8.04,10308
8.14,10264
8.25,10220
8.35,10177
8.45,10133
8.56,10090
8.66,10047
8.77,10005
8.87,9962
8.97,9920
9.08,9878
9.18,9836
9.29,9794
9.39,9752
9.49,9711
9.6,9670
9.7,9629
9.81,9588
9.91,9548
10.01,9508
10.12,9468
10.22,9428
10.32,9389
10.43,9349
10.53,9310
10.64,9272
10.74,9233
10.84,9195
10.95,9157
11.05,9119
11.16,9081
11.26,9044
11.36,9007
11.47,8970
11.57,8933
11.68,8897
11.78,8860
11.88,8824
11.99,8789
12.09,8753
12.19,8718
12.3,8683
12.4,8648
12.51,8614
12.61,8579
12.71,8545
12.82,8511
12.92,8478
13.03,8444
13.13,8411
13.23,8378
13.34,8345
13.44,8313
13.55,8280
13.65,8248
13.75,8216
13.86,8184
13.96,8153
14.06,8122
14.17,8091
14.27,8060
14.38,8029
14.48,7999
14.58,7968
14.69,7938
14.79,7908
14.9,7879
15.0,7849
