price,trade_size
7.0,10433
7.11,10389
7.21,10345
7.32,10301
7.42,10258
7.53,10214
7.63,10171
7.74,10128
7.84,10085
7.95,10042
8.05,9999
8.16,9956
8.26,9914
8.37,9871
8.47,9829
8.58,9787
8.68,9745
8.79,9704
8.89,9662
9.0,9621
9.11,9580
9.21,9539
9.32,9498
9.42,9458
9.53,9418
9.63,9378
9.74,9338
9.84,9298
9.95,9259
10.05,9220
10.16,9181
10.26,9142
10.37,9104
10.47,9066
10.58,9028
10.68,8990
10.79,8952
10.89,8915
11.0,8878
11.11,8841
11.21,8805
11.32,8768
11.42,8732
11.53,8696
11.63,8661
11.74,8625
11.84,8590
11.95,8555
12.05,8520
12.16,8486
12.26,8452
12.37,8418
12.47,8384
12.58,8350
12.68,8317
12.79,8284
12.89,8251
13.0,8218
13.11,8186
13.21,8153
13.32,8121
13.42,8090
13.53,8058
13.63,8027
13.74,7995
13.84,7964
13.95,7934
14.05,7903
14.16,7873
14.26,7843
14.37,7813
14.47,7783
14.58,7754
14.68,7724
14.79,7695
14.89,7666
15.0,7637
