price,trade_size
7.0,8597
7.15,8537
7.29,8477
7.44,8418
7.58,8359
7.73,8301
7.87,8242
8.02,8185
8.16,8128
8.31,8071
8.45,8015
8.6,7960
8.75,7905
8.89,7851
9.04,7797
9.18,7744
9.33,7692
9.47,7640
9.62,7588
9.76,7538
9.91,7488
10.05,7438
10.2,7390
10.35,7342
10.49,7294
10.64,7247
10.78,7201
10.93,7155
11.07,7110
11.22,7065
11.36,7021
11.51,6978
11.65,6935
11.8,6893
11.95,6851
12.09,6809
12.24,6769
12.38,6728
12.53,6689
12.67,6650
12.82,6611
12.96,6573
13.11,6535
13.25,6497
13.4,6461
13.55,6424
13.69,6388
13.84,6353
13.98,6318
14.13,6283
14.27,6249
14.42,6215
14.56,6181
14.71,6148
14.85,6116
15.0,6083
