price,trade_size
7.0,7845
7.16,7791
7.33,7737
7.49,7684
7.65,7631
7.82,7577
7.98,7525
8.14,7472
8.31,7420
8.47,7368
8.63,7316
8.8,7265
8.96,7214
9.12,7164
9.29,7114
9.45,7065
9.61,7016
9.78,6968
9.94,6920
10.1,6872
10.27,6826
10.43,6779
10.59,6734
10.76,6688
10.92,6644
11.08,6600
11.24,6556
11.41,6513
11.57,6471
11.73,6429
11.9,6387
12.06,6346
12.22,6306
12.39,6266
12.55,6227
12.71,6188
12.88,6150
13.04,6112
13.2,6075
13.37,6038
13.53,6001
13.69,5966
13.86,5930
14.02,5895
14.18,5861
14.35,5826
14.51,5793
14.67,5759
14.84,5727
15.0,5694
