price,trade_size
7.0,8231
7.14,8184
7.29,8138
7.43,8092
7.57,8046
7.71,8000
7.86,7954
8.0,7908
8.14,7862
8.29,7817
8.43,7772
8.57,7727
8.71,7682
8.86,7638
9.0,7593
9.14,7549
9.29,7506
9.43,7462
9.57,7419
9.71,7377
9.86,7334
10.0,7292
10.14,7251
10.29,7209
10.43,7168
10.57,7128
10.71,7088
10.86,7048
11.0,7008
11.14,6969
11.29,6930
11.43,6892
11.57,6854
11.71,6817
11.86,6779
12.0,6742
12.14,6706
12.29,6670
12.43,6634
12.57,6599
12.71,6564
12.86,6529
13.0,6495
13.14,6461
13.29,6427
13.43,6394
13.57,6361
13.71,6328
13.86,6296
14.0,6264
14.14,6232
14.29,6201
14.43,6170
14.57,6140
14.71,6109
14.86,6079
15.0,6050
