price,trade_size
7.0,8225
7.15,8165
7.3,8106
7.45,8047
7.6,7989
7.75,7931
7.91,7873
8.06,7816
8.21,7760
8.36,7704
8.51,7648
8.66,7594
8.81,7539
8.96,7486
9.11,7433
9.26,7380
9.42,7329
9.57,7277
9.72,7227
9.87,7177
10.02,7128
10.17,7079
10.32,7031
10.47,6984
10.62,6937
10.77,6891
10.92,6846
11.08,6801
11.23,6757
11.38,6713
11.53,6670
11.68,6628
11.83,6586
11.98,6545
12.13,6504
12.28,6464
12.43,6424
12.58,6385
12.74,6347
12.89,6308
13.04,6271
13.19,6234
13.34,6197
13.49,6161
13.64,6125
13.79,6090
13.94,6055
14.09,6021
14.25,5987
14.4,5954
14.55,5920
14.7,5888
14.85,5855
15.0,5824
