price,trade_size
7.0,9202
7.14,9158
7.27,9114
7.41,9070
7.54,9026
7.68,8982
7.81,8939
7.95,8895
8.08,8852
8.22,8808
8.36,8765
8.49,8722
8.63,8679
8.76,8636
8.9,8593
9.03,8550
9.17,8508
9.31,8466
9.44,8424
9.58,8382
9.71,8341
9.85,8299
9.98,8258
10.12,8217
10.25,8177
10.39,8136
10.53,8096
10.66,8056
10.8,8017
10.93,7977
11.07,7938
11.2,7899
11.34,7861
11.47,7822
11.61,7784
11.75,7746
11.88,7709
12.02,7672
12.15,7635
12.29,7598
12.42,7562
12.56,7526
12.69,7490
12.83,7454
12.97,7419
13.1,7384
13.24,7349
13.37,7315
13.51,7280
13.64,7247
13.78,7213
13.92,7179
14.05,7146
14.19,7114
14.32,7081
14.46,7049
14.59,7017
14.73,6985
14.86,6953
15.0,6922
