price,trade_size
7.0,9132
7.14,9088
7.28,9044
7.41,9000
7.55,8956
7.69,8912
7.83,8868
7.97,8824
8.1,8780
8.24,8736
8.38,8693
8.52,8649
8.66,8606
8.79,8563
8.93,8520
9.07,8477
9.21,8434
9.34,8392
9.48,8349
9.62,8307
9.76,8265
9.9,8224
10.03,8182
10.17,8141
10.31,8101
10.45,8060
10.59,8020
10.72,7979
10.86,7940
11.0,7900
11.14,7861
11.28,7822
11.41,7783
11.55,7744
11.69,7706
11.83,7668
11.97,7631
12.1,7593
12.24,7556
12.38,7519
12.52,7483
12.66,7447
12.79,7411
12.93,7375
13.07,7340
13.21,7305
13.34,7270
13.48,7235
13.62,7201
13.76,7167
13.9,7133
14.03,7100
14.17,7067
14.31,7034
14.45,7001
14.59,6969
14.72,6937
14.86,6905
15.0,6874
