price,trade_size
7.0,8251
7.15,8200
7.3,8150
7.44,8100
7.59,8049
7.74,7999
7.89,7950
8.04,7900
8.19,7851
8.33,7802
8.48,7753
8.63,7704
8.78,7656
8.93,7609
9.07,7561
9.22,7514
9.37,7467
9.52,7421
9.67,7375
9.81,7330
9.96,7285
10.11,7240
10.26,7196
10.41,7152
10.56,7109
10.7,7066
10.85,7024
11.0,6982
11.15,6940
11.3,6899
11.44,6859
11.59,6818
11.74,6779
11.89,6739
12.04,6701
12.19,6662
12.33,6624
12.48,6587
12.63,6549
12.78,6513
12.93,6476
13.07,6441
13.22,6405
13.37,6370
13.52,6335
13.67,6301
13.81,6267
13.96,6233
14.11,6200
14.26,6167
14.41,6135
14.56,6103
14.7,6071
14.85,6040
15.0,6009
