price,trade_size
7.0,7701
7.17,7649
7.33,7596
7.5,7545
7.67,7493
7.83,7441
8.0,7389
8.17,7338
8.33,7287
8.5,7236
8.67,7186
8.83,7136
9.0,7086
9.17,7037
9.33,6988
9.5,6940
9.67,6892
9.83,6844
10.0,6797
10.17,6751
10.33,6705
10.5,6659
10.67,6614
10.83,6570
11.0,6526
11.17,6483
11.33,6440
11.5,6397
11.67,6356
11.83,6314
12.0,6273
12.17,6233
12.33,6193
12.5,6154
12.67,6115
12.83,6077
13.0,6039
13.17,6002
13.33,5965
13.5,5929
13.67,5893
13.83,5858
14.0,5823
14.17,5788
14.33,5754
14.5,5721
14.67,5687
14.83,5655
15.0,5622
