price,trade_size
7.0,8150
7.15,8100
7.3,8049
7.45,7999
7.6,7948
7.75,7898
7.91,7848
8.06,7798
8.21,7749
8.36,7699
8.51,7650
8.66,7602
8.81,7553
8.96,7505
9.11,7458
9.26,7410
9.42,7364
9.57,7317
9.72,7271
9.87,7226
10.02,7180
10.17,7136
10.32,7091
10.47,7048
10.62,7004
10.77,6961
10.92,6919
11.08,6877
11.23,6835
11.38,6794
11.53,6754
11.68,6714
11.83,6674
11.98,6635
12.13,6596
12.28,6557
12.43,6520
12.58,6482
12.74,6445
12.89,6408
13.04,6372
13.19,6336
13.34,6301
13.49,6266
13.64,6231
13.79,6197
13.94,6163
14.09,6130
14.25,6097
14.4,6064
14.55,6032
14.7,6000
14.85,5968
15.0,5937
