price,trade_size
7.0,8300
7.15,8241
7.3,8183
7.44,8124
7.59,8067
7.74,8009
7.89,7952
8.04,7895
8.19,7839
8.33,7784
8.48,7729
8.63,7674
8.78,7621
8.93,7567
9.07,7515
9.22,7463
9.37,7411
9.52,7360
9.67,7310
9.81,7261
9.96,7212
10.11,7163
10.26,7116
10.41,7069
10.56,7022
10.7,6976
10.85,6931
11.0,6886
11.15,6842
11.3,6799
11.44,6756
11.59,6713
11.74,6672
11.89,6630
12.04,6590
12.19,6549
12.33,6510
12.48,6471
12.63,6432
12.78,6394
12.93,6356
13.07,6319
13.22,6283
13.37,6246
13.52,6211
13.67,6175
13.81,6140
13.96,6106
14.11,6072
14.26,6038
14.41,6005
14.56,5972
14.7,5940
14.85,5908
15.0,5876
