price,trade_size
7.0,8973
7.14,8929
7.28,8885
7.42,8842
7.56,8798
7.7,8754
7.84,8710
7.98,8667
8.12,8623
8.26,8579
8.4,8536
8.54,8493
8.68,8450
8.82,8407
8.96,8364
9.11,8321
9.25,8279
9.39,8237
9.53,8195
9.67,8153
9.81,8111
9.95,8070
10.09,8029
10.23,7988
10.37,7947
10.51,7907
10.65,7867
10.79,7827
10.93,7787
11.07,7748
11.21,7709
11.35,7670
11.49,7632
11.63,7594
11.77,7556
11.91,7518
12.05,7481
12.19,7444
12.33,7407
12.47,7370
12.61,7334
12.75,7298
12.89,7263
13.04,7227
13.18,7192
13.32,7157
13.46,7123
13.6,7089
13.74,7055
13.88,7021
14.02,6988
14.16,6955
14.3,6922
14.44,6890
14.58,6857
14.72,6825
14.86,6794
15.0,6762
