price,trade_size
7.0,8513
7.15,8447
7.31,8381
7.46,8315
7.62,8251
7.77,8187
7.92,8123
8.08,8060
8.23,7998
8.38,7937
8.54,7877
8.69,7817
8.85,7758
9.0,7699
9.15,7642
9.31,7585
9.46,7529
9.62,7474
9.77,7419
9.92,7366
10.08,7313
10.23,7261
10.38,7209
10.54,7159
10.69,7109
10.85,7060
11.0,7011
11.15,6964
11.31,6917
11.46,6870
11.62,6825
11.77,6779
11.92,6735
12.08,6691
12.23,6648
12.38,6606
12.54,6564
12.69,6522
12.85,6482
13.0,6441
13.15,6402
13.31,6362
13.46,6324
13.62,6286
13.77,6248
13.92,6211
14.08,6174
14.23,6138
14.38,6103
14.54,6067
14.69,6033
14.85,5998
15.0,5964
