price,trade_size
7.0,8290
7.14,8241
7.29,8193
7.43,8144
7.57,8096
7.71,8048
7.86,8000
8.0,7952
8.14,7904
8.29,7857
8.43,7810
8.57,7763
8.71,7716
8.86,7670
9.0,7624
9.14,7579
9.29,7533
9.43,7488
9.57,7444
9.71,7400
9.86,7356
10.0,7313
10.14,7270
10.29,7227
10.43,7185
10.57,7143
10.71,7102
10.86,7061
11.0,7020
11.14,6980
11.29,6941
11.43,6901
11.57,6862
11.71,6824
11.86,6786
12.0,6748
12.14,6711
12.29,6674
12.43,6638
12.57,6602
12.71,6566
12.86,6530
13.0,6496
13.14,6461
13.29,6427
13.43,6393
13.57,6359
13.71,6326
13.86,6294
14.0,6261
14.14,6229
14.29,6197
14.43,6166
14.57,6135
14.71,6104
14.86,6074
15.0,6044
