price,trade_size
7.0,9253
7.14,9208
7.27,9164
7.41,9119
7.54,9074
7.68,9030
7.81,8985
7.95,8941
8.08,8897
8.22,8853
8.36,8809
8.49,8765
8.63,8721
8.76,8677
8.9,8634
9.03,8591
9.17,8548
9.31,8505
9.44,8462
9.58,8420
9.71,8378
9.85,8336
9.98,8294
10.12,8252
10.25,8211
10.39,8170
10.53,8130
10.66,8089
10.8,8049
10.93,8009
11.07,7969
11.2,7930
11.34,7891
11.47,7852
11.61,7814
11.75,7775
11.88,7738
12.02,7700
12.15,7662
12.29,7625
12.42,7589
12.56,7552
12.69,7516
12.83,7480
12.97,7444
13.1,7409
13.24,7374
13.37,7339
13.51,7304
13.64,7270
13.78,7236
13.92,7202
14.05,7169
14.19,7136
14.32,7103
14.46,7070
14.59,7038
14.73,7006
14.86,6974
15.0,6942
