price,trade_size
7.0,7133
7.18,7090
7.36,7047
7.53,7003
7.71,6960
7.89,6916
8.07,6873
8.24,6829
8.42,6786
8.6,6742
8.78,6699
8.96,6655
9.13,6612
9.31,6570
9.49,6527
9.67,6484
9.84,6442
10.02,6400
10.2,6359
10.38,6317
10.56,6277
10.73,6236
10.91,6196
11.09,6156
11.27,6116
11.44,6077
11.62,6038
11.8,6000
11.98,5962
12.16,5924
12.33,5887
12.51,5851
12.69,5814
12.87,5778
13.04,5743
13.22,5708
13.4,5673
13.58,5639
13.76,5605
13.93,5571
14.11,5538
14.29,5505
14.47,5473
14.64,5441
14.82,5409
15.0,5378
