price,trade_size
7.0,9004
7.14,8961
7.28,8917
7.41,8874
7.55,8831
7.69,8787
7.83,8744
7.97,8701
8.1,8658
8.24,8615
8.38,8572
8.52,8530
8.66,8487
8.79,8445
8.93,8402
9.07,8360
9.21,8318
9.34,8277
9.48,8235
9.62,8194
9.76,8153
9.9,8112
10.03,8071
10.17,8031
10.31,7990
10.45,7951
10.59,7911
10.72,7871
10.86,7832
11.0,7793
11.14,7755
11.28,7716
11.41,7678
11.55,7640
11.69,7603
11.83,7565
11.97,7528
12.1,7492
12.24,7455
12.38,7419
12.52,7383
12.66,7347
12.79,7312
12.93,7277
13.07,7242
13.21,7208
13.34,7173
13.48,7140
13.62,7106
13.76,7072
13.9,7039
14.03,7006
14.17,6974
14.31,6941
14.45,6909
14.59,6878
14.72,6846
14.86,6815
15.0,6784
